DateTime,SaltCreek_Discharge,JWSTA_Precipitation,JWSTA_AirTemperature,JWSTA_SolarRadiation,JWSTA_RelativeHumidity_max,JWSTA_RelativeHumidity_min,JWSTA_WindDirection,JWSTA_WindSpeed,JWSTA_SoilTemperature_5cm,JWSTA_SoilTemperature_20cm
1997-11-13,70.792,0.51,11.49,11.63,95.3,41.3,204.0,5.3,12.46,
1997-11-14,17.273248000000002,0.0,11.26,11.04,69.1,37.4,209.0,4.5,11.59,
1997-11-15,11.043552,0.0,6.56,13.67,91.5,37.4,202.0,2.1,10.58,
1997-11-16,11.326720000000002,0.0,6.67,13.44,92.8,35.2,218.0,2.0,10.18,
1997-11-17,11.609888,0.0,8.4,12.83,93.5,35.4,202.0,2.1,10.44,
1997-11-18,11.609888,0.0,7.78,13.13,97.4,15.9,225.0,1.9,10.58,
1997-11-19,11.893056,0.0,10.64,12.73,80.6,14.9,190.0,2.1,10.41,
1997-11-20,11.609888,0.0,15.94,9.46,26.4,14.6,202.0,3.8,12.75,
1997-11-21,11.609888,0.0,11.24,11.97,51.6,17.4,208.0,2.8,12.89,
1997-11-22,11.043552,0.0,8.98,12.95,53.1,15.2,227.0,2.1,12.35,
1997-11-23,12.176224,0.0,8.56,12.73,48.8,15.3,217.0,2.0,11.37,
1997-11-24,12.459392,0.0,9.95,12.7,63.1,14.4,222.0,1.2,11.42,
1997-11-25,12.176224,0.0,9.854736842105263,12.676052631578946,63.91842105263158,14.978947368421053,222.05263157894737,1.186842105263158,11.249736842105262,
1997-11-26,12.176224,0.0,9.759473684210526,12.652105263157894,64.73684210526315,15.557894736842105,222.10526315789474,1.1736842105263157,11.079473684210527,
1997-11-27,12.176224,0.25,9.664210526315786,12.628157894736841,65.55526315789474,16.13684210526316,222.15789473684208,1.1605263157894736,10.909210526315787,
1997-11-28,13.025728,0.0,9.568947368421053,12.60421052631579,66.37368421052632,16.71578947368421,222.21052631578945,1.1473684210526316,10.738947368421053,
1997-11-29,14.1584,0.0,9.473684210526317,12.580263157894736,67.1921052631579,17.294736842105262,222.26315789473685,1.1342105263157891,10.568684210526316,
1997-11-30,13.308895999999999,0.0,9.37842105263158,12.556315789473686,68.01052631578948,17.873684210526317,222.31578947368425,1.1210526315789473,10.39842105263158,
1997-12-01,15.007904000000002,1.01,9.283157894736842,12.532368421052633,68.82894736842105,18.45263157894737,222.36842105263162,1.1078947368421053,10.228157894736842,
1997-12-02,19.82176,0.0,11.953697924652356,7.481638582122444,66.79735765738776,25.3442622712785,230.40260224070173,1.515054359680995,5.72,
1997-12-03,45.30688000000001,0.0,7.883747175672362,7.255573514759487,69.6781523577335,7.9,260.64433476630796,2.649992608793767,11.931509633296745,
1997-12-04,15.007904000000002,0.0,7.772112886659465,5.380613684389466,92.92705065258413,20.48742678191793,260.5345842814275,2.2880006067051344,10.527815845665037,
1997-12-05,10.760384,0.0,4.461299788796817,3.133445536653145,43.44412379948508,19.028709835439066,198.6170782723476,3.0353682297422657,13.8,
1997-12-06,9.91088,0.0,16.75,10.055827336668004,83.79507549291199,31.123613637054948,244.1579368735648,3.116578950855505,13.024708792596149,
1997-12-07,10.760384,7.62,15.43,12.412490821202624,90.95161906259331,43.41000038884202,152.07613307279723,3.492536386858226,13.23232882336014,
1997-12-08,9.91088,0.0,12.83,12.7,78.96192375603522,30.065186226545702,235.46203883175158,3.6749222859682735,5.896400606900578,
1997-12-09,8.778208,0.0,8.851404157076221,10.220166338898096,34.301796833959884,15.873992487546651,176.0,3.207001658733091,2.7610427375012496,
1997-12-10,8.211872,0.0,5.637858990880067,10.868826523320818,27.014350513985114,36.591505273018925,271.28624193382103,1.202249544020492,13.86,
1997-12-11,7.9287040000000015,0.0,4.59326357680025,8.797912255209269,72.13696967647611,13.1,282.3801381799095,3.200620874014299,6.918370025263577,
1997-12-12,8.49504,0.0,8.388269949165295,2.85,73.01808758154934,22.281866664988165,182.52219219509857,4.702539020493057,5.858754744858649,
1997-12-13,9.061376,0.0,4.51977919434817,2.41,100.0,13.0,183.0,3.2430292568685672,9.275702407724854,
1997-12-14,7.0792,0.0,13.36292919013836,5.882403592958652,56.00080111060713,10.7,240.13045708524254,2.8340943782190986,8.477376451312832,
1997-12-15,8.778208,0.0,9.93833273051585,11.44274721131058,65.47883173078974,17.45897853909044,188.0,3.0047323452996237,7.705650207836228,
1997-12-16,8.49504,0.0,5.870330036139678,7.782367619620643,52.76820099756228,23.33480382074833,242.33470746238868,2.4008581067092907,5.921652550336642,
1997-12-17,7.645536000000001,0.0,14.16,7.205432639917304,53.70137531745669,48.207221544214995,198.05355833470128,2.5324453796001407,8.988628424849656,
1997-12-18,7.9287040000000015,0.0,5.460455689059027,4.75713121972651,64.10941773965791,42.2318471971976,278.7128975101669,1.4,8.009550925863243,
1997-12-19,7.645536000000001,0.0,12.084530452296065,4.136395873270393,58.7128388051331,10.2,266.0,4.202223286333917,10.840326578641902,
1997-12-20,39.64352,3.8,6.32050308818102,4.359352271313352,51.74181946504578,38.37354843317456,211.34014630644006,2.580661696044636,8.74538445382244,
1997-12-21,31.14848000000001,5.31,4.535376701322433,7.985134060110588,59.266609356663764,36.56490375983195,237.31560279806894,3.8858814204297127,8.479181170453316,
1997-12-22,15.007904000000002,4.83,8.013549949608981,9.09150601194174,66.52533336950157,60.74062079924211,155.0,1.7603171111744529,10.03,
1997-12-23,237.86112000000003,3.81,7.826023055902151,8.031453531741093,52.902197924103874,12.9,208.54802576953185,3.1007133108839517,4.7087906690677865,
1997-12-24,113.2672,1.01,10.47,10.584085659297244,51.78462206741189,19.815799679772013,178.33628066455438,2.469486071644726,6.914238617441455,
1997-12-25,90.61376,0.25,6.996842105263157,11.957631578947368,88.47105263157896,32.34736842105264,223.63157894736838,0.7921052631578946,6.141842105263157,
1997-12-26,70.792,0.25,6.90157894736842,11.933684210526314,89.28947368421053,32.92631578947368,223.68421052631575,0.7789473684210526,5.97157894736842,
1997-12-27,48.13856,0.0,6.806315789473683,11.909736842105264,90.10789473684211,33.50526315789474,223.73684210526315,0.7657894736842105,5.8013157894736835,
1997-12-28,39.64352,0.0,6.711052631578947,11.885789473684211,90.92631578947369,34.084210526315786,223.78947368421046,0.7526315789473683,5.631052631578947,
1997-12-29,42.4752,0.25,6.6157894736842096,11.86184210526316,91.74473684210527,34.66315789473684,223.84210526315792,0.7394736842105263,5.460789473684211,
1997-12-30,42.4752,0.0,6.520526315789473,11.837894736842106,92.56315789473685,35.242105263157896,223.8947368421053,0.7263157894736841,5.2905263157894735,
1997-12-31,25.768288000000002,0.0,6.4252631578947375,11.813947368421054,93.38157894736842,35.82105263157895,223.94736842105263,0.7131578947368421,5.120263157894737,
1998-01-01,20.388096,0.0,6.33,11.79,94.2,36.4,224.0,0.7,4.95,
1998-01-02,19.255424,0.0,8.11,10.48,96.6,31.1,187.0,0.6,5.51,
1998-01-03,19.538592,0.0,10.58,10.07,89.2,35.5,205.0,1.3,6.76,
1998-01-04,18.972256,1.02,10.33,7.02,92.5,55.5,189.0,2.3,7.18,
1998-01-05,17.556416,0.0,9.59,8.67,91.3,38.5,199.0,3.9,7.67,
1998-01-06,15.007904000000002,0.0,4.07,12.6,91.7,19.3,238.0,2.9,6.54,
1998-01-07,14.441568,0.0,3.97,12.51,80.1,20.1,227.0,2.3,5.79,
1998-01-08,15.57424,0.0,3.81,12.35,86.1,18.3,213.0,1.6,5.37,
1998-01-09,13.875232,0.0,6.79,12.59,89.6,17.1,200.0,2.1,5.6,
1998-01-10,12.742560000000001,0.0,10.9,12.26,39.7,21.2,198.0,3.2,7.39,
1998-01-11,13.592064,0.0,10.03,12.42,74.5,23.6,203.0,3.6,8.23,
1998-01-12,13.025728,0.0,8.06,12.83,96.4,17.6,190.0,1.7,7.82,
1998-01-13,12.742560000000001,0.0,8.15,10.59,87.3,36.1,201.0,3.0,7.94,
1998-01-14,11.609888,0.0,5.9,13.16,96.5,21.0,238.0,2.8,7.67,
1998-01-15,13.308895999999999,0.0,5.48,12.32,61.4,17.6,206.0,2.8,6.8,
1998-01-16,12.742560000000001,0.0,8.29,12.41,54.8,21.1,203.0,2.0,7.44,
1998-01-17,13.592064,0.0,10.28,12.46,88.9,18.3,198.0,2.3,8.21,
1998-01-18,14.441568,0.0,10.3,12.26,87.4,17.9,212.0,1.8,8.79,
1998-01-19,16.140576,0.0,12.5,11.89,83.3,15.0,191.0,3.4,9.11,
1998-01-20,16.423744,0.0,12.39,12.56,30.5,17.0,202.0,4.0,9.92,
1998-01-21,15.857408,0.0,6.97,7.52,86.5,20.2,230.0,2.3,9.84,
1998-01-22,15.291072000000002,0.0,7.03,13.62,97.1,20.5,216.0,2.5,8.74,
1998-01-23,15.57424,0.0,7.07,13.04,78.2,16.9,206.0,2.1,8.69,
1998-01-24,16.140576,0.0,6.78,13.07,68.2,16.5,196.0,2.0,8.47,
1998-01-25,14.724735999999998,0.0,8.65,14.05,54.6,14.9,235.0,2.9,8.63,
1998-01-26,14.441568,0.0,8.3,14.04,36.0,14.9,216.0,2.1,8.81,
1998-01-27,16.140576,0.0,7.16,13.99,41.5,14.5,190.0,1.5,8.62,
1998-01-28,17.556416,0.0,9.0,14.27,44.5,13.6,209.0,2.4,8.71,
1998-01-29,18.122752,0.0,9.21,12.26,34.5,14.4,192.0,2.3,9.02,
1998-01-30,18.689088,0.0,12.06,13.97,56.2,16.1,204.0,4.0,9.91,
1998-01-31,15.857408,0.0,7.61,12.61,88.5,25.1,198.0,2.0,9.47,
1998-02-01,14.724735999999998,0.0,7.3,14.82,59.0,17.9,216.0,2.4,9.24,
1998-02-02,14.441568,0.0,8.69,14.78,60.8,23.6,185.0,2.7,9.01,
1998-02-03,13.308895999999999,0.0,11.45,14.59,55.1,19.4,170.0,4.3,10.08,
1998-02-04,28.3168,0.76,9.76,7.05,85.8,26.2,197.0,5.1,10.69,
1998-02-05,31.14848000000001,0.0,8.09,14.94,92.2,32.8,205.0,3.5,9.69,
1998-02-06,15.57424,0.0,8.13,14.86,87.2,30.5,192.0,2.2,9.52,
1998-02-07,11.893056,0.0,12.51,15.62,45.0,30.3,204.0,5.3,10.66,
1998-02-08,10.194048,0.0,10.87,14.26,74.7,34.1,208.0,3.5,10.93,
1998-02-09,9.91088,5.08,9.43,10.56,93.3,47.5,206.0,4.0,11.2,
1998-02-10,8.49504,0.0,7.54,15.0,90.8,35.2,219.0,2.7,9.73,
1998-02-11,7.9287040000000015,0.0,7.64,14.05,75.0,35.3,206.0,3.0,9.46,
1998-02-12,5.946528,0.0,7.8,16.61,60.4,22.7,237.0,3.5,9.84,
1998-02-13,5.380192,0.0,7.67,13.79,78.7,22.7,186.0,2.2,9.19,
1998-02-14,5.663360000000001,0.0,12.2,11.04,72.1,41.3,197.0,2.9,10.82,
1998-02-15,5.663360000000001,0.0,8.95,6.26,85.5,45.1,199.0,4.9,10.62,
1998-02-16,5.380192,0.0,6.39,14.39,64.4,34.8,211.0,5.7,9.21,
1998-02-17,4.813856,3.3,6.23,14.86,94.8,21.7,193.0,2.2,8.79,
1998-02-18,14.724735999999998,0.0,7.44,11.87,93.8,53.2,204.0,4.6,9.23,
1998-02-19,13.592064,0.0,7.36,17.52,88.3,30.9,200.0,1.9,8.71,
1998-02-20,14.1584,0.0,9.28,9.39,78.6,35.4,181.0,2.6,9.54,
1998-02-21,12.742560000000001,0.0,9.14,16.77,89.0,39.0,217.0,3.8,10.11,
1998-02-22,11.326720000000002,0.0,11.87,17.89,75.4,27.5,205.0,4.4,10.89,
1998-02-23,11.893056,0.0,13.69,18.13,69.1,18.8,203.0,2.9,12.06,
1998-02-24,10.760384,0.0,15.45,17.1,53.5,14.4,202.0,5.8,13.03,
1998-02-25,11.326720000000002,0.0,7.28,13.33,58.9,30.5,215.0,5.7,12.22,
1998-02-26,12.459392,0.0,6.16,16.4,72.3,21.8,216.0,3.5,10.69,
1998-02-27,13.025728,0.0,4.51,12.29,52.6,22.4,230.0,3.3,10.17,
1998-02-28,13.592064,0.0,3.44,19.74,37.7,18.6,232.0,2.9,9.2,
1998-03-01,11.326720000000002,0.0,4.68,19.77,34.4,16.9,226.0,2.8,9.24,
1998-03-02,11.326720000000002,0.0,8.19,19.59,37.8,17.3,206.0,2.5,9.96,
1998-03-03,10.760384,0.0,12.0,19.93,38.9,14.5,199.0,3.4,11.23,
1998-03-04,11.893056,0.0,15.29,20.09,26.4,14.6,194.0,4.9,12.66,
1998-03-05,12.459392,0.0,15.58,18.65,26.2,14.4,203.0,4.6,13.5,
1998-03-06,13.025728,0.0,14.47,12.28,39.0,18.3,202.0,3.8,14.03,
1998-03-07,13.025728,0.0,7.31,15.25,77.5,28.7,218.0,6.1,13.16,
1998-03-08,12.459392,0.0,6.75,19.38,60.0,18.6,199.0,2.3,11.64,
1998-03-09,11.893056,0.0,8.75,20.76,49.3,16.9,190.0,2.3,12.21,
1998-03-10,12.459392,0.0,8.57,20.89,35.9,18.2,175.0,2.0,12.71,
1998-03-11,13.592064,0.0,8.89,20.95,41.7,16.7,165.0,3.8,12.71,
1998-03-12,13.592064,0.0,9.01,20.54,49.4,26.1,184.0,2.1,12.86,
1998-03-13,14.724735999999998,0.25,12.58,18.58,74.4,20.8,182.0,2.2,13.32,
1998-03-14,14.1584,0.76,15.33,15.88,91.4,22.4,179.0,3.0,14.33,
1998-03-15,14.1584,9.4,10.92,18.11,99.2,41.8,208.0,3.5,14.29,
1998-03-16,14.1584,0.0,12.17,20.76,91.8,38.0,221.0,3.7,13.49,
1998-03-17,14.724735999999998,0.0,13.84,18.37,75.0,40.8,210.0,5.2,14.55,
1998-03-18,15.291072000000002,0.0,11.56,11.53,73.1,42.2,215.0,4.4,13.96,
1998-03-19,15.857408,0.0,10.2,22.84,50.5,17.4,209.0,2.5,13.0,
1998-03-20,16.99008,0.0,12.06,21.19,60.5,20.9,192.0,2.4,14.28,
1998-03-21,16.99008,0.0,15.23,21.34,57.4,19.7,192.0,2.5,15.59,
1998-03-22,18.122752,0.0,18.37,22.57,50.4,12.1,217.0,2.6,17.05,
1998-03-23,18.405920000000002,0.0,18.6,20.58,46.0,12.3,203.0,2.3,17.98,
1998-03-24,19.82176,0.0,20.02,23.39,48.0,12.1,209.0,3.1,18.61,
1998-03-25,20.388096,0.0,21.91,22.9,20.0,12.7,208.0,3.4,19.57,
1998-03-26,14.1584,0.0,15.5,12.06,69.8,18.3,207.0,4.7,19.42,
1998-03-27,16.99008,0.0,12.02,23.51,67.9,38.4,204.0,6.0,17.04,
1998-03-28,19.82176,0.0,16.96,23.31,55.6,14.7,212.0,4.1,17.22,
1998-03-29,20.954432,0.0,13.08,20.04,56.1,24.5,217.0,4.6,17.61,
1998-03-30,25.201952,0.0,6.73,22.17,70.0,34.0,208.0,6.2,16.29,
1998-03-31,24.918784,0.0,9.23,24.36,73.2,20.6,199.0,3.3,15.23,
1998-04-01,20.104928,0.0,13.92,24.71,47.4,13.6,187.0,3.5,15.94,
1998-04-02,17.273248000000002,0.0,9.09,24.87,49.0,21.1,215.0,6.0,16.11,
1998-04-03,14.1584,0.0,11.37,24.75,65.2,14.5,187.0,2.0,15.57,
1998-04-04,13.875232,0.0,15.71,24.98,31.0,13.1,203.0,3.8,16.57,
1998-04-05,13.592064,0.0,17.37,25.2,28.6,14.2,209.0,3.5,17.72,
1998-04-06,16.99008,0.0,13.95,23.01,32.4,17.5,214.0,5.5,17.82,
1998-04-07,17.556416,0.0,11.6,21.49,47.3,18.0,215.0,5.1,16.61,
1998-04-08,18.122752,0.0,11.09,25.55,54.9,15.5,212.0,3.0,16.22,
1998-04-09,14.1584,0.0,13.85,25.51,34.0,13.9,201.0,2.1,17.02,
1998-04-10,14.724735999999998,0.0,16.96,25.73,25.4,11.9,193.0,2.5,18.09,
1998-04-11,15.291072000000002,0.0,19.72,25.66,21.9,11.2,205.0,4.4,18.86,
1998-04-12,15.291072000000002,0.0,16.41,25.62,30.7,15.2,214.0,7.3,19.48,
1998-04-13,15.291072000000002,0.0,15.87,26.02,40.5,14.2,212.0,3.3,18.95,
1998-04-14,15.857408,0.0,16.92,26.29,27.8,12.7,209.0,4.9,19.18,
1998-04-15,16.423744,0.0,12.47,25.11,29.1,18.6,216.0,5.1,18.48,
1998-04-16,16.706912,0.0,10.11,25.73,39.8,16.9,220.0,4.0,17.82,
1998-04-17,16.140576,0.0,10.17,25.37,47.8,15.9,227.0,2.8,17.47,
1998-04-18,15.857408,0.0,12.34,25.03,37.3,14.3,193.0,1.9,17.42,
1998-04-19,16.99008,0.0,15.29,26.1,48.0,14.2,200.0,2.7,18.26,
1998-04-20,17.556416,0.0,17.38,26.64,28.3,12.8,189.0,2.9,19.3,
1998-04-21,16.99008,0.0,16.66,25.8,47.8,17.4,145.0,2.8,20.14,
1998-04-22,16.423744,0.0,18.47,25.97,32.4,12.8,171.0,2.4,20.54,
1998-04-23,16.706912,0.0,22.8,23.89,23.2,12.4,193.0,3.1,21.33,
1998-04-24,16.423744,0.0,23.44,26.8,18.3,11.4,210.0,5.2,22.44,
1998-04-25,15.291072000000002,0.0,19.99,24.66,31.1,12.2,209.0,4.4,22.5,
1998-04-26,15.57424,0.0,13.23,19.19,89.6,25.4,223.0,4.6,21.33,
1998-04-27,15.291072000000002,0.0,12.81,21.17,85.9,26.4,204.0,2.2,19.75,
1998-04-28,11.893056,0.0,14.77,23.71,61.4,18.9,158.0,2.4,19.8,
1998-04-29,11.609888,0.0,16.44,21.76,57.9,22.1,202.0,2.6,20.45,
1998-04-30,11.043552,0.0,19.14,26.32,75.7,13.3,218.0,2.6,20.98,
1998-05-01,10.194048,0.0,21.83,27.2,37.7,11.3,212.0,2.9,22.56,
1998-05-02,9.061376,0.0,22.56,25.99,26.9,10.3,213.0,2.8,23.39,
1998-05-03,7.9287040000000015,0.0,21.9,27.66,20.7,9.9,212.0,3.2,23.56,
1998-05-04,7.0792,0.0,22.04,27.84,19.0,10.5,210.0,3.6,23.72,
1998-05-05,6.2296960000000015,0.0,21.84,27.71,23.4,10.8,210.0,4.0,23.83,
1998-05-06,5.663360000000001,0.0,21.07,27.99,22.8,11.7,209.0,3.9,24.17,
1998-05-07,5.946528,0.0,21.65,27.71,23.8,11.2,214.0,3.0,24.06,
1998-05-08,6.796032,0.0,19.53,27.75,26.1,13.3,214.0,5.7,24.28,
1998-05-09,5.946528,0.0,19.25,28.12,50.4,11.3,204.0,2.2,23.61,
1998-05-10,6.512864,0.0,22.91,28.52,24.1,10.0,209.0,3.9,24.28,
1998-05-11,6.2296960000000015,0.0,23.34,28.55,17.4,11.3,210.0,4.8,25.11,
1998-05-12,6.512864,0.0,23.47,28.58,19.1,10.5,207.0,4.2,25.39,
1998-05-13,7.0792,0.0,22.73,28.57,28.4,11.0,207.0,3.9,25.56,
1998-05-14,7.645536000000001,0.0,18.72,20.8,31.6,14.9,214.0,3.9,25.11,
1998-05-15,8.778208,0.0,17.84,29.19,43.5,11.8,186.0,2.3,24.06,
1998-05-16,8.211872,0.0,23.17,27.51,19.5,9.1,204.0,3.2,24.39,
1998-05-17,10.477216,0.0,27.6,16.55,14.9,9.1,174.0,3.2,25.5,
1998-05-18,10.194048,0.0,27.75,19.96,26.4,9.2,187.0,3.6,26.22,
1998-05-19,8.211872,0.0,27.73,20.45,34.9,9.4,190.0,3.3,26.94,
1998-05-20,8.211872,0.0,27.68,20.6,17.5,9.4,193.0,3.0,26.83,
1998-05-21,7.9287040000000015,0.0,27.28,14.57,16.8,10.8,194.0,4.7,26.83,
1998-05-22,6.2296960000000015,0.0,24.98,24.11,15.1,10.3,212.0,4.5,26.39,
1998-05-23,6.2296960000000015,0.0,25.1,29.44,16.6,10.0,210.0,3.6,26.78,
1998-05-24,6.796032,0.0,24.74,27.92,17.7,9.8,210.0,3.1,27.06,
1998-05-25,6.512864,0.0,26.11,27.2,16.3,9.6,192.0,3.0,27.72,
1998-05-26,6.512864,0.0,26.16,28.96,16.5,9.7,206.0,3.9,28.06,
1998-05-27,6.2296960000000015,0.0,26.6,29.36,15.2,9.2,203.0,2.8,28.44,
1998-05-28,6.2296960000000015,0.0,26.21,28.85,17.9,8.4,201.0,2.3,28.56,
1998-05-29,6.512864,0.0,26.73,29.04,17.6,8.3,201.0,2.6,28.78,
1998-05-30,6.2296960000000015,0.0,28.58,27.25,15.1,8.6,212.0,3.6,29.06,
1998-05-31,6.512864,0.0,28.26,28.86,16.1,8.1,201.0,2.6,29.28,
1998-06-01,6.512864,0.0,28.55,29.24,16.6,7.3,209.0,3.3,29.44,
1998-06-02,5.946528,0.0,30.1,28.77,16.6,7.1,208.0,3.2,30.17,
1998-06-03,4.813856,0.0,29.44,28.22,15.2,8.3,210.0,4.9,30.78,
1998-06-04,5.663360000000001,0.0,23.84,30.36,16.4,10.8,213.0,5.2,30.0,
1998-06-05,6.796032,0.0,23.06,29.94,18.7,10.1,211.0,3.1,28.72,
1998-06-06,7.645536000000001,0.0,23.58,29.44,28.2,10.3,160.0,3.4,28.67,
1998-06-07,5.946528,0.0,27.38,26.28,39.3,9.1,198.0,5.2,29.39,
1998-06-08,6.796032,0.0,25.15,30.28,15.8,10.2,212.0,4.6,29.28,
1998-06-09,8.211872,0.0,24.34,20.6,29.1,10.5,206.0,4.3,28.72,
1998-06-10,11.609888,4.83,18.51,5.4,94.2,21.2,178.0,3.7,26.61,
1998-06-11,10.760384,0.0,22.49,28.5,94.8,23.5,185.0,3.5,24.56,
1998-06-12,8.49504,0.0,27.07,26.79,61.9,14.4,208.0,3.6,27.0,
1998-06-13,9.061376,0.0,27.99,29.61,42.3,9.8,213.0,5.1,28.39,
1998-06-14,8.49504,0.0,25.64,30.57,19.4,9.6,210.0,4.5,28.22,
1998-06-15,8.49504,0.0,26.55,29.44,21.3,9.8,207.0,3.3,28.5,
1998-06-16,7.0792,0.0,28.64,29.98,23.1,8.3,209.0,3.8,29.28,
1998-06-17,8.49504,0.0,27.57,30.49,15.6,9.2,212.0,5.4,29.56,
1998-06-18,7.362367999999999,0.0,27.76,29.73,20.0,8.7,216.0,3.4,29.5,
1998-06-19,7.645536000000001,0.0,29.45,29.78,18.5,7.5,175.0,3.0,30.22,
1998-06-20,7.0792,0.0,34.91,29.69,16.7,7.5,216.0,3.2,30.78,
1998-06-21,6.512864,0.0,30.57,29.65,17.2,7.8,211.0,3.3,31.33,
1998-06-22,5.663360000000001,0.0,30.7,29.36,14.4,7.5,215.0,3.4,31.44,
1998-06-23,5.097024,0.0,31.9,28.99,16.2,7.4,207.0,2.7,31.39,
1998-06-24,4.24752,0.0,30.39,26.54,16.5,7.4,210.0,3.1,31.67,
1998-06-25,4.5306880000000005,0.0,32.14,28.73,18.4,7.6,206.0,3.2,32.22,
1998-06-26,4.5306880000000005,0.0,33.13,29.48,17.4,6.7,217.0,4.0,32.94,
1998-06-27,4.5306880000000005,0.0,32.04,30.15,16.5,6.0,211.0,2.7,32.89,
1998-06-28,4.5306880000000005,0.0,32.78,29.9,16.0,5.6,191.0,2.6,33.33,
1998-06-29,4.24752,0.0,35.3,29.17,15.7,5.7,178.0,3.1,34.22,
1998-06-30,4.813856,0.0,33.7,25.45,32.3,6.1,167.0,4.1,34.78,
1998-07-01,15.007904000000002,0.0,30.2,24.746666666666666,47.6,23.75,155.5,2.5,33.39,
1998-07-02,13.875232,1.02,25.92,24.04333333333333,62.9,41.4,144.0,0.9,32.0,
1998-07-03,11.043552,18.03,28.46,23.34,95.1,30.7,159.0,3.1,31.06,
1998-07-04,10.477216,0.25,28.5,19.81,90.4,29.1,205.0,2.6,29.61,
1998-07-05,11.893056,0.51,29.04,24.74,91.8,33.2,216.0,2.9,30.22,
1998-07-06,11.326720000000002,0.0,29.04,24.82,82.9,31.0,181.0,3.4,31.89,
1998-07-07,12.742560000000001,0.0,28.7,25.1,91.9,33.6,196.0,2.8,32.0,
1998-07-08,13.592064,1.02,28.11,23.200000000000006,81.6,33.6,175.0,1.4,33.94,
1998-07-09,19.82176,0.0,27.34,21.3,91.9,26.3,209.0,2.2,30.28,
1998-07-10,16.140576,0.0,30.7,27.3,69.8,16.3,221.0,2.6,31.67,
1998-07-11,15.291072000000002,0.0,32.16,26.48,46.0,11.5,215.0,2.8,33.22,
1998-07-12,15.857408,0.0,33.25,26.47,43.9,8.3,235.0,3.0,33.89,
1998-07-13,16.140576,0.0,32.95,27.54,34.5,7.3,183.0,3.0,34.28,
1998-07-14,16.423744,0.0,33.02,27.6,35.8,7.7,205.0,2.8,34.83,
1998-07-15,18.405920000000002,0.0,32.19,23.59,38.3,10.4,157.0,3.4,34.78,
1998-07-16,19.82176,4.83,28.92,25.36,81.5,23.4,161.0,3.6,33.61,
1998-07-17,36.811840000000004,0.0,25.99,16.29,92.7,29.6,208.0,3.1,30.39,
1998-07-18,218.03936000000002,0.0,28.43,25.46,78.3,13.1,187.0,2.5,30.33,
1998-07-19,36.811840000000004,0.0,30.7,24.54,42.5,13.1,186.0,3.1,31.72,
1998-07-20,23.786112,23.62,29.11,25.59,54.45,14.9,191.5,3.1,31.83,
1998-07-21,22.370272,0.0,28.35,26.64,66.4,16.7,197.0,3.1,31.94,
1998-07-22,28.3168,1.525,26.71,20.005000000000006,79.4,35.75,184.0,2.15,29.58,
1998-07-23,56.6336,3.05,25.07,13.37,92.4,54.8,171.0,1.2,27.22,
1998-07-24,36.811840000000004,0.25,25.47,17.26,91.3,43.7,187.0,2.8,26.33,
1998-07-25,33.98016,1.78,26.97,20.66,92.2,38.0,171.0,1.9,27.67,
1998-07-26,56.6336,0.25,27.81,23.76,86.2,29.0,181.0,3.3,28.67,
1998-07-27,56.6336,0.0,27.34,19.12,86.5,32.9,199.0,2.1,28.94,
1998-07-28,70.792,0.0,28.95,22.83,72.5,24.6,214.0,2.3,30.39,
1998-07-29,36.811840000000004,0.0,30.09,24.3,64.9,16.5,212.0,2.3,31.22,
1998-07-30,25.768288000000002,0.0,29.37,19.71,60.6,23.6,180.0,3.4,31.83,
1998-07-31,25.485120000000002,1.52,27.74,21.54,82.1,28.0,181.0,2.9,31.22,
1998-08-01,39.64352,0.0,27.85,21.85,88.3,34.8,196.0,2.6,30.5,
1998-08-02,453.0688,0.0,27.96,16.65,83.3,36.1,216.0,2.2,30.67,
1998-08-03,50.970240000000004,0.0,29.25,21.19,86.6,20.4,180.0,2.8,30.89,
1998-08-04,311.4848,6.86,25.88,21.27,93.3,33.2,181.0,2.8,30.72,
1998-08-05,1019.4048,0.0,24.77,25.38,90.8,34.3,183.0,2.4,28.61,
1998-08-06,48.13856,0.0,26.72,26.29,90.9,26.6,186.0,2.2,29.78,
1998-08-07,16.423744,0.0,28.68,26.79,72.1,23.0,177.0,3.5,30.78,
1998-08-08,10.760384,0.0,29.54,26.24,65.3,11.1,173.0,2.6,31.39,
1998-08-09,9.061376,0.0,29.54,22.57,41.3,9.8,160.0,2.4,31.56,
1998-08-10,8.49504,0.0,30.7,24.04,42.9,10.1,166.0,2.3,31.83,
1998-08-11,7.9287040000000015,9.91,28.48,21.6,90.7,14.8,207.0,2.6,31.94,
1998-08-12,10.760384,15.75,26.89,23.43,91.6,25.3,198.0,2.5,30.5,
1998-08-13,263.34624,8.13,25.45,23.75,92.5,36.3,172.0,2.0,28.44,
1998-08-14,31.14848000000001,0.0,27.24,26.22,82.6,14.3,191.0,2.4,28.39,
1998-08-15,14.1584,0.0,28.51,25.79,79.3,13.8,190.0,1.9,30.0,
1998-08-16,9.627712,0.0,28.35,23.25,67.4,17.3,176.0,2.2,30.67,
1998-08-17,8.49504,0.0,29.09,24.87,54.2,14.7,163.0,2.3,30.94,
1998-08-18,8.211872,1.27,27.94,16.4,82.5,27.9,194.0,2.5,30.72,
1998-08-19,14.1584,0.0,28.27,22.82,88.8,22.4,178.0,2.1,30.22,
