DateTime,Middleton_Discharge,Ipswich_Discharge,Byfield_Discharge,PIE_Precipitation,PIE_AirTemperature,STAHQ_WindDirection,STAHQ_WindSpeed,STAHQ_VaporPressure
2004-01-31,676.77152,1540.43392,390.77184000000005,0.0,-9.7,212.8,89.69,0.16
2004-02-01,654.1180800000002,1526.27552,387.94016,0.0,-5.3,234.9,94.91,0.29
2004-02-02,634.2963199999998,1543.2656,396.4352,0.0,-5.4,261.6,53.88,0.43
2004-02-03,639.9596799999998,1650.86944,433.24704,10.414,-4.0,201.5,44.34,0.41
2004-02-04,962.7712,1979.34432,464.39552000000003,11.43,2.6,288.3,63.31,0.43
2004-02-05,982.59296,2225.70048,506.87072,0.0,-1.4,320.9,51.015,0.23
2004-02-06,891.9792,2392.7696,526.6924799999998,6.096,-1.6,155.7,38.72,0.41
2004-02-07,1076.0384,2576.8288,535.1875200000002,6.35,0.0,292.7,55.55,0.36
2004-02-08,1186.47392,2704.2544000000007,560.67264,1.524,-6.7,246.1,70.25,0.21
2004-02-09,1044.8899199999996,2749.56128,583.3260799999998,1.27,0.2,256.8,54.22,0.36
2004-02-10,1030.7315199999996,2859.9968,603.1478400000002,2.54,2.4,269.8,59.25,0.5
2004-02-11,1084.53344,2973.264,580.4944,1.524,-0.5,237.5,59.33,0.26
2004-02-12,1076.0384,2888.3136,552.1776,0.0,-4.6,183.3,59.41,0.27
2004-02-13,1050.55328,2749.56128,509.7024,0.0,1.1,321.3,84.09,0.39
2004-02-14,1076.0384,2658.9475199999997,489.88064,0.254,1.8,349.5,77.98,0.27
2004-02-15,1059.04832,2602.31392,461.56384,0.0,-8.6,245.3,89.16,0.14
2004-02-16,979.76128,2494.7100800000007,436.07872,0.0,-8.7,183.8,78.68,0.11
2004-02-17,889.1475199999999,2421.0864,436.07872,0.0,-7.3,284.4,72.02,0.17
2004-02-18,841.00896,2279.5024,365.28672,0.0,-2.8,249.5,66.34,0.3
2004-02-19,815.5238400000003,2035.9779200000007,311.4848,0.508,-0.6,271.1,58.94666666666666,0.34
2004-02-20,801.36544,1769.8,273.54028800000003,0.0,-0.6,219.9,51.55333333333333,0.55
2004-02-21,812.69216,1749.97824,302.98976,0.0,2.1,213.1,44.16,0.6
2004-02-22,866.49408,1987.83936,342.63327999999996,0.254,1.1,301.5,58.65,0.48
2004-02-23,889.1475199999999,2273.83904,362.45504000000005,0.762,1.0,47.8,71.93333333333334,0.3
2004-02-24,897.64256,2347.46272,359.62336,0.0,-1.4,235.1,85.21666666666667,0.2
2004-02-25,889.1475199999999,2160.57184,376.61343999999997,0.254,-0.9,247.4,98.5,0.26
2004-02-26,889.1475199999999,1973.68096,404.93023999999997,0.254,-0.7,168.4,97.15666666666668,0.14
2004-02-27,889.1475199999999,1840.592,424.75199999999995,0.254,-0.1,183.0,95.81333333333332,0.17
2004-02-28,920.296,1894.39392,441.74208,0.762,2.0,286.5,94.47,0.6
2004-02-29,991.0880000000001,2245.52224,481.3856,0.0,3.6,325.3,56.62,0.43
2004-03-01,1078.87008,2692.9276800000002,540.8508800000002,0.0,4.8,256.2,86.79,0.8
2004-03-02,1313.89952,3171.4816,656.94976,1.016,9.2,108.9,46.85,0.64
2004-03-03,1704.67136,3794.4512,710.7516800000003,0.254,7.5,269.5,40.705,0.66
2004-03-04,1531.9388800000006,4360.7872,801.36544,0.0,3.7,282.9,34.56,0.62
2004-03-05,1526.27552,4757.2224000000015,795.70208,0.0,2.7,324.4,27.56,0.69
2004-03-06,1653.70112,5040.3904,866.49408,1.524,8.4,344.1,73.26,0.61
2004-03-07,1840.592,5380.191999999999,931.62272,0.762,3.4,305.7,58.605,0.47
2004-03-08,1758.4732800000006,5578.4096,891.9792,0.0,0.0,116.1,43.95,0.52
2004-03-09,1577.24576,5521.776,826.85056,0.0,-1.5,127.5,56.44,0.5
2004-03-10,1410.1766400000001,5295.2416,753.2268799999997,0.508,1.0,7.8,54.31,0.58
2004-03-11,1356.37472,4927.1232,622.9696,0.508,1.8,257.6,61.63,0.55
2004-03-12,1294.07776,4615.6384,546.5142400000002,0.762,1.6,337.6,71.6,0.48
2004-03-13,1245.9392,4417.4208,501.20735999999994,4.572,1.0,16.1,84.645,0.23
2004-03-14,1101.52352,4247.52,447.40544000000006,0.0,0.1,22.4,97.69,0.5
2004-03-15,1056.21664,4105.936,438.9104,1.778,5.3,283.2,98.41,0.42
2004-03-16,1033.5632,4020.9856,433.24704,4.8260000000000005,-1.2,19.9,79.35,0.42
2004-03-17,968.43456,3879.4016,390.77184000000005,8.128,-4.0,177.6,69.66,0.33
2004-03-18,911.80096,3766.1344,368.1184,1.524,-4.2,130.7,70.5,0.44
2004-03-19,877.8208,3624.5504,345.46496,2.794,-3.5,263.3,49.6,0.47
2004-03-20,866.49408,3454.6496,334.13824000000005,0.508,-1.3,25.2,50.08,0.48
2004-03-21,1257.2659199999996,3737.8176,569.16768,12.446,3.6,129.5,66.18,0.41
2004-03-22,1701.83968,4190.8864,792.8704,1.524,-5.3,114.5,68.645,0.21
2004-03-23,1557.424,4955.440000000001,826.85056,0.254,-2.0,349.0,71.11,0.37
2004-03-24,1611.2259199999999,5606.726400000001,781.5436800000001,0.0,2.3,264.5,76.71,0.54
2004-03-25,1676.3545600000002,5776.6272,747.5635199999997,0.0,6.8,276.1,15.73,0.69
2004-03-26,1730.15648,5776.6272,784.37536,0.254,11.7,253.4,33.49,0.92
2004-03-27,2081.2848,6229.696,991.0880000000001,8.382,10.5,287.1,78.78,1.01
2004-03-28,2163.4035200000008,6824.3488,1146.8304,1.778,3.6,244.4,71.81,0.75
2004-03-29,1925.5424,7107.5168,1095.8601600000004,0.762,1.4,230.3,80.67,0.64
2004-03-30,1741.4832,7135.8336,940.11776,0.0,1.1,231.9,70.14,0.62
2004-03-31,1755.6416,6909.2992,869.32576,18.796,3.0,100.6,23.19,0.69
2004-04-01,8325.1392,13308.896,3624.5504,162.814,3.5,309.1,69.77,0.71
2004-04-02,21265.9168,46439.552,14130.0832,35.56,2.9,203.7,42.13,0.79
2004-04-03,20727.8976,62296.96,14356.6176,0.254,3.4,114.8,42.0,0.83
2004-04-04,18037.8016,68243.488,12006.3232,3.81,5.1,338.0,59.6,0.67
2004-04-05,16367.1104,64279.136,10024.1472,14.224,0.7,298.3,70.60666666666667,0.29
2004-04-06,14186.7168,55500.928,8948.1088,1.524,3.2,128.4,81.61333333333334,0.35
2004-04-07,11779.7888,48138.56,8806.524800000001,0.0,6.3,270.6,92.62,0.6
2004-04-08,9684.3456,42475.2,7787.12,0.0,5.8,273.3,69.62,0.67
2004-04-09,8155.2384,35396.0,6626.1312,0.0,7.1,301.0,72.53,0.62
2004-04-10,6937.616,25739.9712,5465.1424,0.254,7.2,143.3,69.28,0.61
2004-04-11,6003.1616,20133.2448,4474.0544,0.0,3.9,291.1,66.03,0.57
2004-04-12,5040.3904,16820.1792,3709.5008,0.0,4.9,109.0,64.84,0.57
2004-04-13,4955.440000000001,14894.6368,3369.6992,26.67,4.1,354.2,43.64,0.81
2004-04-14,7815.4368,18830.672,4105.936,5.08,13.4,3.3,66.77,0.82
2004-04-15,8296.822400000001,23956.0128,4615.6384,10.16,7.2,290.7,82.365,0.44
2004-04-16,8041.9712,24494.03200000001,4559.0048,2.286,4.6,268.9,97.96,0.68
2004-04-17,7305.7344,22172.0544,4190.8864,0.254,10.7,33.3,67.79,1.07
2004-04-18,6371.28,19255.424,3766.1344,0.508,11.8,154.6,85.48,0.8
2004-04-19,5606.726400000001,16706.912,3313.0656,0.0,19.3,248.5,88.31,1.97
2004-04-20,4870.4896,14469.8848,2803.3632,0.0,13.8,264.8,91.14,0.91
2004-04-21,4162.5696,12770.8768,2466.3932800000002,0.0,7.9,173.1,93.97,0.55
2004-04-22,3454.6496,11439.9872,2251.1856,0.254,15.8,112.2,84.3,1.03
2004-04-23,3482.9664,10930.2848,2254.01728,18.796,6.9,208.4,94.46,1.05
2004-04-24,3624.5504,10817.0176,2421.0864,0.254,10.2,345.9,71.35999999999999,0.3
2004-04-25,3313.0656,10732.0672,2344.63104,2.794,5.1,163.4,48.25999999999999,0.84
2004-04-26,3624.5504,10732.0672,2333.3043199999997,18.034,6.3,275.5,25.16,0.83
2004-04-27,4842.1728,11581.5712,2786.3731199999997,5.587999999999999,9.7,223.2,71.23,0.89
2004-04-28,4870.4896,12091.2736,3001.5808,0.254,8.3,274.5,89.7,0.73
2004-04-29,4502.371200000001,12431.0752,2763.71968,0.0,15.1,249.4,67.06,1.12
2004-04-30,3737.8176,12176.223999999998,2460.7299199999998,0.0,20.8,35.3,71.69,1.67
2004-05-01,3199.7984,11411.6704,2225.70048,0.0,20.5,278.2,79.63,1.92
2004-05-02,2828.84832,10533.8496,1942.53248,0.0,19.3,130.4,85.24,2.02
2004-05-03,2743.897920000001,9740.9792,1764.13664,10.922,16.5,251.7,80.83,1.47
2004-05-04,3709.5008,10052.464,1965.18592,11.175999999999998,9.4,269.6,94.74,0.8
2004-05-05,3709.5008,10278.9984,2081.2848,0.0,10.6,59.9,35.76,0.9
2004-05-06,3398.0159999999996,10307.3152,1942.53248,0.0,12.9,340.2,71.7,1.28
2004-05-07,3199.7984,9939.1968,1747.14656,0.0,19.4,340.7,78.50999999999998,0.49
2004-05-08,2809.02656,9259.5936,1715.99808,0.0,9.4,211.4,85.32,0.79
2004-05-09,2457.89824,8466.7232,1605.56256,0.0,11.4,320.9,59.86,1.19
2004-05-10,2203.04704,7872.0704,1449.8201600000002,0.0,9.6,335.3,46.59,1.18
2004-05-11,1982.1760000000002,7334.0512,1322.3945600000004,0.0,19.6,309.6,66.63,1.67
2004-05-12,1806.6118399999998,6711.0816,1206.2956800000004,0.0,18.3,280.2,71.61,1.63
2004-05-13,1625.38432,6031.4784,1039.22656,0.0,10.6,281.1,96.16,1.27
2004-05-14,1492.29536,5323.5584,925.95936,0.0,14.3,258.6,79.71,1.88
2004-05-15,1387.5232,4842.1728,849.5039999999997,1.016,23.7,0.2,65.61,2.29
2004-05-16,1333.72128,4643.9552,857.99904,8.382,14.3,289.4,71.91,1.72
2004-05-17,1362.03808,4474.0544,877.8208,0.0,13.8,115.1,83.4,1.67
2004-05-18,1288.4144,4360.7872,968.43456,12.954,18.4,302.6,37.75,1.89
2004-05-19,1277.08768,4360.7872,1180.81056,0.0,16.4,274.3,90.39,1.48
2004-05-20,1186.47392,4304.1536,1180.81056,0.0,15.1,201.9,92.18,1.61
2004-05-21,1124.17696,4105.936,1118.5136,3.81,18.1,276.1,69.33,1.51
2004-05-22,1087.36512,3766.1344,1022.23648,6.604,9.5,191.8,32.44,1.15
2004-05-23,1081.70176,3539.6,1005.2464,5.334,9.9,301.4,30.87,1.34
2004-05-24,1322.3945600000004,3624.5504,1090.1968,42.418,10.0,150.0,48.65,1.33
2004-05-25,1662.1961600000006,4615.6384,1891.5622399999997,0.0,9.1,274.3,55.65,1.22
2004-05-26,1693.3446399999998,5521.776,2443.7398399999997,2.032,8.8,329.6,30.91,1.07
2004-05-27,1985.0076800000002,6512.864000000001,2438.07648,5.334,12.6,188.9,59.26,1.55
2004-05-28,2186.056960000001,6965.932800000001,2384.2745600000007,10.414,12.2,263.8,45.03,1.04
2004-05-29,2474.88832,7192.4672,2429.58144,0.0,11.5,349.5,55.790000000000006,0.96
2004-05-30,2214.37376,7107.5168,2228.53216,0.0,13.4,11.9,66.55000000000001,1.18
2004-05-31,1976.51264,6909.2992,1837.7603199999999,0.0,12.0,297.2,77.31,1.04
2004-06-01,1832.09696,6512.864000000001,1582.90912,6.35,9.6,293.2,32.07,1.07
2004-06-02,1721.66144,6031.4784,1458.3152,0.508,15.3,271.8,39.61,1.21
2004-06-03,1614.0576,5691.6768,1441.32512,10.16,13.5,264.1,53.68,1.29
2004-06-04,1492.29536,5323.5584,1342.21632,0.0,15.1,105.7,86.45,1.39
2004-06-05,1282.75104,5040.3904,1180.81056,0.0,12.8,9.3,78.34,1.26
2004-06-06,1110.0185600000002,4757.2224000000015,1044.8899199999996,2.794,11.1,0.2,80.94,1.22
2004-06-07,1056.21664,4445.7376,957.10784,0.254,12.6,272.3,58.63,1.79
2004-06-08,976.9296,4105.936,900.47424,0.0,21.4,303.0,56.3,1.67
2004-06-09,897.64256,3822.768,852.33568,11.175999999999998,25.9,313.8,65.58,2.4
2004-06-10,911.80096,3794.4512,857.99904,1.27,17.0,334.8,95.12,1.44
2004-06-11,872.1574400000003,3567.9168,807.0288,0.0,14.2,284.3,84.6,1.25
2004-06-12,790.03872,3426.3328,736.2368,0.0,13.7,287.3,66.07,1.28
2004-06-13,722.0784,3199.7984,642.7913599999998,0.0,17.4,269.5,65.87,1.45
2004-06-14,671.10816,2944.9472,563.50432,0.0,19.0,43.3,45.27,1.82
2004-06-15,645.6230400000002,2743.897920000001,515.3657599999998,0.0,23.9,274.6,66.36,2.23
2004-06-16,588.9894400000002,2506.0368,453.0688,0.0,21.8,260.5,78.35,2.0
2004-06-17,518.19744,2251.1856,390.77184000000005,2.794,19.4,348.2,55.13,1.74
2004-06-18,722.0784,2248.35392,478.55392,6.858,16.3,188.1,65.87,2.28
2004-06-19,855.1673599999997,1996.3344,467.2272,0.254,19.3,230.3,65.8,1.23
2004-06-20,790.03872,2154.90848,421.92032,0.0,15.7,270.4,66.21,1.36
2004-06-21,747.5635199999997,2262.5123200000007,368.1184,0.0,17.7,114.3,66.62,1.56
2004-06-22,682.43488,2251.1856,325.6432,0.254,19.3,307.9,15.24,1.64
2004-06-23,586.1577599999998,2149.24512,285.99967999999996,0.0,21.2,342.7,68.4,1.9
2004-06-24,478.55392,1968.0176,252.86902400000002,0.0,14.1,205.4,84.25,1.95
2004-06-25,419.08864000000005,1789.6217600000002,230.498752,0.508,19.9,196.7,45.61,1.85
2004-06-26,441.74208,1673.52288,288.83136,11.43,16.2,268.3,41.95,1.58
2004-06-27,509.7024,1724.4931199999999,370.95007999999996,0.0,17.3,301.2,78.39,1.41
2004-06-28,450.23712,1707.5030399999994,294.4947200000001,0.0,18.0,263.7,59.19,1.55
2004-06-29,348.29663999999997,1653.70112,280.053152,4.572,16.4,246.1,48.91,1.79
2004-06-30,288.83136,1557.424,248.90467200000003,0.0,19.3,289.2,61.43,1.93
2004-07-01,271.274944,1398.84992,219.17203199999997,4.064,20.5,68.6,55.71,2.1
2004-07-02,252.585856,1424.33504,225.401728,4.3180000000000005,21.6,268.6,62.54,1.96
2004-07-03,216.05718399999998,1444.1568,190.57206399999998,0.0,19.6,299.4,77.61,1.96
2004-07-04,182.926528,1398.84992,158.007744,0.0,19.5,247.3,66.55,1.98
2004-07-05,173.015648,1262.92928,143.283008,0.508,19.7,65.1,14.6,1.99
2004-07-06,189.43939200000003,1115.68192,139.03548800000002,0.0,21.5,287.1,81.53,2.16
2004-07-07,135.07113600000002,1042.0582399999996,199.350272,0.0,20.5,266.6,63.28,1.9
2004-07-08,160.55625600000005,1010.90976,325.6432,25.146,19.0,163.6,19.71,2.08
2004-07-09,863.6624,1277.08768,535.1875200000002,0.0,20.1,280.3,47.96,1.99
2004-07-10,727.74176,1444.1568,515.3657599999998,0.0,20.9,22.3,61.24,2.12
2004-07-11,560.67264,1670.6912,404.93023999999997,0.0,18.4,277.5,67.68,2.17
2004-07-12,455.90048000000013,1738.65152,314.31647999999996,0.0,18.8,292.6,61.33,2.09
2004-07-13,506.87072,1667.85952,362.45504000000005,19.812,16.5,286.0,48.47,1.86
2004-07-14,883.48416,1857.5820800000001,659.7814400000002,6.858,15.8,222.6,24.12,1.98
2004-07-15,906.1376,2050.13632,770.21696,0.254,18.8,301.8,24.81,2.05
2004-07-16,787.20704,2228.53216,730.57344,0.0,21.7,273.1,39.5,2.24
2004-07-17,671.10816,2276.67072,628.6329599999998,0.0,22.9,71.8,47.32,2.31
2004-07-18,560.67264,2152.0768,512.53408,0.0,21.6,222.2,48.66,2.44
2004-07-19,436.07872,1962.35424,436.07872,3.302,18.2,292.4,26.91,2.35
2004-07-20,399.26687999999996,1730.15648,441.74208,0.508,21.5,259.1,57.11,2.51
2004-07-21,278.07097600000003,1500.7904,399.26687999999996,0.254,21.9,269.2,50.4,2.47
2004-07-22,205.57996799999998,1285.58272,362.45504000000005,0.0,22.5,256.0,64.0,2.57
2004-07-23,146.681024,1061.88,342.63327999999996,0.0,24.1,209.9,27.34,2.26
2004-07-24,1350.71136,1656.5328,809.8604799999997,31.496,18.7,318.9,34.05,1.97
2004-07-25,2186.056960000001,2472.05664,968.43456,0.0,17.2,270.2,40.76,1.67
2004-07-26,1837.7603199999999,3086.5312,832.51392,0.0,17.7,274.5,48.9,1.91
2004-07-27,1475.30528,3822.768,685.2665599999998,0.0,18.0,327.1,39.49,1.92
2004-07-28,1328.05792,4134.2528,773.0486400000003,6.096,16.7,308.6,33.44,1.92
2004-07-29,1444.1568,3992.6688,903.3059199999999,0.254,21.2,228.0,50.74,2.3
2004-07-30,1129.84032,3737.8176,852.33568,0.0,24.0,293.9,55.92,2.3
2004-07-31,959.9395199999999,3369.6992,739.06848,0.0,26.3,269.6,58.08,2.87
2004-08-01,852.33568,3058.2144,682.43488,0.0,25.6,302.0,42.87,2.8
2004-08-02,773.0486400000003,2794.86816,600.31616,0.0,23.2,250.3,56.67,2.51
2004-08-03,710.7516800000003,2494.7100800000007,481.3856,1.524,24.1,225.4,48.33,2.42
2004-08-04,563.50432,2211.54208,464.39552000000003,0.0,21.9,94.5,45.45,1.99
2004-08-05,495.54400000000004,2024.6512,535.1875200000002,6.35,18.8,76.4,57.47,1.7
2004-08-06,447.40544000000006,1829.26528,540.8508800000002,0.0,16.4,280.5,64.96,1.22
2004-08-07,404.93023999999997,1512.11712,489.88064,0.0,16.2,338.9,61.27,1.47
2004-08-08,393.60352,1353.54304,430.41536,0.0,18.2,263.0,57.81,1.82
2004-08-09,278.354144,1172.31552,359.62336,0.0,19.2,157.4,64.94,1.91
2004-08-10,173.865152,1010.90976,308.65312,0.0,22.4,302.3,60.92,2.08
2004-08-11,140.16816,917.46432,294.4947200000001,1.778,22.9,114.9,34.14,2.35
2004-08-12,132.522624,846.6723199999999,314.31647999999996,5.334,23.4,308.5,35.89,2.39
2004-08-13,1764.13664,1571.5824,1342.21632,37.084,22.9,285.3,32.46,2.47
2004-08-14,2302.15584,2220.0371200000004,1512.11712,0.254,23.1,263.1,53.64,2.16
2004-08-15,2562.6704,3143.1648,1667.85952,17.526,17.3,264.7,46.21,2.07
2004-08-16,2944.9472,4559.0048,1863.24544,5.587999999999999,17.1,201.6,23.32,1.92
2004-08-17,2752.39296,5550.0928,1993.50272,0.254,18.5,247.3,46.37,2.04
2004-08-18,2341.79936,5918.2112,1996.3344,0.0,20.9,280.3,44.16,2.02
2004-08-19,1976.51264,5776.6272,1840.592,0.0,23.6,299.2,46.27,2.4
2004-08-20,1800.94848,5380.191999999999,1653.70112,0.254,23.7,31.0,35.72,2.16
2004-08-21,2268.1756800000007,5436.8256,1523.4438400000001,41.148,20.3,281.1,48.91,1.72
2004-08-22,4700.5888,6059.795200000001,1367.70144,0.254,15.5,209.2,71.38,1.68
2004-08-23,3879.4016,6626.1312,1574.41408,0.0,18.9,346.0,60.12,1.45
2004-08-24,3624.5504,7220.784000000002,1407.34496,0.0,17.7,235.3,70.11,1.75
2004-08-25,2789.2048,7503.9519999999975,1192.13728,0.0,16.0,312.9,66.97,1.75
2004-08-26,2477.7200000000007,7334.0512,883.48416,0.0,16.8,264.4,56.21,1.98
2004-08-27,1928.37408,6767.715200000002,707.9200000000003,0.0,22.7,218.9,42.84,2.23
2004-08-28,1588.57248,6116.4288,631.46464,0.0,25.4,261.3,50.56,2.92
2004-08-29,1316.7312,5380.191999999999,574.83104,0.0,21.2,326.9,43.32,2.8
2004-08-30,1118.5136,4672.272,569.16768,8.89,24.2,117.1,41.11,2.61
2004-08-31,1061.88,4275.8368,744.73184,4.3180000000000005,21.8,262.5,64.26,2.19
2004-09-01,965.60288,3879.4016,722.0784,0.0,19.2,281.5,58.0,1.71
2004-09-02,849.5039999999997,3511.2832,637.128,0.0,15.6,278.9,57.91,1.62
2004-09-03,764.5536,3143.1648,546.5142400000002,0.0,19.7,118.9,54.72,1.83
2004-09-04,693.7616,2859.9968,489.88064,0.0,20.2,206.7,73.74,1.76
2004-09-05,631.46464,2590.9872,453.0688,0.0,15.0,174.8,64.21,1.55
2004-09-06,555.0092800000001,2324.80928,413.42528,0.0,14.1,264.7,44.87,1.69
2004-09-07,472.89055999999994,2135.08672,356.79168,0.0,18.9,36.7,36.69,1.92
2004-09-08,566.336,2084.11648,328.47488,3.556,19.6,306.5,30.2,2.12
2004-09-09,1192.13728,2973.264,637.128,46.228,21.4,354.4,49.19,1.98
2004-09-10,1404.51328,3907.7184,832.51392,0.508,18.9,339.5,85.04,1.77
2004-09-11,1152.49376,4757.2224000000015,880.6524800000003,0.0,14.5,274.4,49.33,1.72
2004-09-12,1056.21664,4842.1728,781.5436800000001,0.0,15.8,269.4,51.82,1.81
2004-09-13,982.59296,4332.4704,620.13792,0.762,17.3,1.3,66.11,1.6
2004-09-14,889.1475199999999,3737.8176,526.6924799999998,0.0,12.8,11.6,62.85,1.39
2004-09-15,792.8704,3143.1648,492.71232000000003,0.0,14.6,267.9,53.6,1.68
2004-09-16,716.4150400000003,2800.53152,464.39552000000003,0.0,17.9,278.2,54.85,1.95
2004-09-17,651.2864,2545.6803200000004,489.88064,27.432,21.3,280.8,34.97,2.18
2004-09-18,1396.01824,3114.848,1093.0284800000004,57.912,13.7,214.9,86.61,0.96
2004-09-19,3199.7984,4332.4704,2143.58176,0.0,11.1,226.8,85.295,0.98
2004-09-20,2831.680000000001,5861.577600000001,2457.89824,0.0,12.3,339.1,83.98,1.19
2004-09-21,2814.689920000001,7305.7344,2123.76,0.0,14.7,321.7,53.38,1.71
2004-09-22,2641.9574399999997,7503.9519999999975,1749.97824,0.0,18.9,259.3,74.83,1.74
2004-09-23,2262.5123200000007,7022.5664,1432.8300800000006,0.0,16.8,273.2,80.64,1.88
2004-09-24,1834.92864,6371.28,1183.6422400000001,0.0,14.8,331.1,52.06,1.58
2004-09-25,1497.9587199999999,6031.4784,996.75136,0.0,18.9,239.0,43.76,1.55
2004-09-26,1234.61248,5153.657600000001,826.85056,0.0,17.6,270.2,79.79,1.66
2004-09-27,1053.3849599999999,4474.0544,668.2764800000001,0.0,16.2,269.3,50.83,1.55
2004-09-28,1090.1968,4077.6192,586.1577599999998,14.986,15.9,180.4,24.56,1.4
2004-09-29,2013.32448,4643.9552,764.5536,22.09800000000001,11.4,280.0,50.13,1.44
2004-09-30,2426.74976,5351.8752,877.8208,1.778,12.6,333.0,33.72,1.25
2004-10-01,2395.60128,6059.795200000001,957.10784,0.254,14.8,229.4,44.22,1.64
2004-10-02,2214.37376,6371.28,965.60288,4.8260000000000005,14.8,156.1,41.68,1.3
2004-10-03,2166.2352,6371.28,860.8307199999997,0.0,10.9,271.0,82.25,1.25
2004-10-04,1905.7206399999998,6144.7456,733.40512,0.0,11.1,72.2,76.91,0.92
2004-10-05,1594.23584,5804.944,639.9596799999998,0.0,8.2,246.8,94.17,0.83
2004-10-06,1322.3945600000004,5465.1424,580.4944,0.0,7.2,210.0,47.55,0.87
2004-10-07,1180.81056,5068.7072,555.0092800000001,0.0,11.1,283.5,46.34,1.25
2004-10-08,1033.5632,4530.688,529.5241599999998,0.0,14.3,301.3,48.84,1.59
2004-10-09,886.3158400000003,4105.936,501.20735999999994,0.0,16.4,248.6,31.67,1.45
2004-10-10,795.70208,3822.768,478.55392,0.0,14.3,296.0,93.45,1.12
2004-10-11,693.7616,3596.2336,455.90048000000013,0.0,12.3,31.9,93.98,1.0
2004-10-12,662.61312,3426.3328,436.07872,2.54,10.2,238.0,94.51,0.75
2004-10-13,682.43488,3256.432,402.09856,0.0,10.7,240.5,95.04,1.13
2004-10-14,639.9596799999998,3029.8976,387.94016,1.27,10.3,316.8,54.45,1.2
2004-10-15,671.10816,2859.9968,407.76192,20.574,12.5,307.9,20.55,1.33
2004-10-16,1563.0873600000002,3624.5504,767.3852800000003,22.352,13.9,129.7,51.72,1.32
2004-10-17,1968.0176,4304.1536,1008.07808,0.0,9.8,215.9,52.53,0.78
2004-10-18,1670.6912,4955.440000000001,1124.17696,0.0,8.7,258.8,60.53,0.87
2004-10-19,1619.7209599999999,5266.9248,1251.60256,6.35,7.7,67.8,39.42,0.8
2004-10-20,1732.98816,5323.5584,1319.5628800000004,0.0,5.5,266.7,55.05,0.78
2004-10-21,2126.59168,5040.3904,1302.5728,0.0,6.2,242.7,48.16,0.76
2004-10-22,1985.0076800000002,4785.5392,1206.2956800000004,1.524,7.6,260.5,41.97,0.69
2004-10-23,1577.24576,4615.6384,1067.54336,0.254,7.8,58.5,57.3,0.81
2004-10-24,1537.60224,4502.371200000001,948.6128,0.508,7.8,118.8,48.93,0.7
2004-10-25,1362.03808,4389.104,826.85056,0.0,8.9,316.0,38.81,0.91
2004-10-26,1189.3056,4162.5696,673.93984,0.0,6.6,316.8,81.88,0.77
2004-10-27,1047.7216,3936.0352,555.0092800000001,0.254,7.8,346.3,92.12,0.83
2004-10-28,925.95936,3681.184,461.56384,0.0,4.8,266.4,62.08,0.7
2004-10-29,846.6723199999999,3398.0159999999996,410.5936,0.0,4.9,273.0,45.71,0.69
2004-10-30,891.9792,3199.7984,404.93023999999997,4.572,9.1,305.3,11.08,0.81
2004-10-31,1042.0582399999996,3143.1648,427.58367999999996,0.0,16.2,252.5,66.05,1.09
2004-11-01,1053.3849599999999,3001.5808,399.26687999999996,0.0,9.6,296.7,41.96000000000001,0.79
2004-11-02,957.10784,2916.6304,382.2768,1.778,5.2,290.5,17.87,0.73
2004-11-03,945.7811199999999,2973.264,407.76192,4.3180000000000005,7.5,279.0,40.935,0.55
2004-11-04,954.27616,2916.6304,396.4352,15.748,4.1,98.9,64.0,0.73
2004-11-05,1718.82976,3426.3328,637.128,1.524,8.1,261.5,71.995,0.45
2004-11-06,1715.99808,3681.184,792.8704,0.0,9.0,36.9,79.99,0.71
2004-11-07,1580.07744,4105.936,891.9792,0.254,12.8,33.4,46.52,0.63
2004-11-08,1506.4537599999999,4700.5888,835.3456,0.0,6.4,214.0,62.93000000000001,0.5
2004-11-09,1370.5331199999996,4955.440000000001,736.2368,0.0,-0.5,108.4,79.34,0.4
2004-11-10,1240.27584,4672.272,665.4448,0.0,-1.4,74.3,48.6,0.32
2004-11-11,1138.33536,4247.52,622.9696,0.0,7.5,19.4,62.37,0.45
2004-11-12,1076.0384,3907.7184,586.1577599999998,1.016,1.2,128.4,46.91,0.45
2004-11-13,1112.85024,3766.1344,605.97952,4.8260000000000005,-1.4,318.1,76.17,0.38
2004-11-14,1104.3552,3596.2336,614.47456,5.334,0.1,316.6,76.39333333333333,0.41
2004-11-15,1107.18688,3539.6,625.80128,0.0,2.0,69.3,76.61666666666667,0.62
2004-11-16,1166.6521599999999,3539.6,622.9696,0.0,1.5,280.9,76.84,0.76
2004-11-17,1206.2956800000004,3567.9168,614.47456,0.0,2.2,220.7,29.62,0.63
2004-11-18,1220.45408,3567.9168,605.97952,0.0,7.0,287.2,16.21,0.89
2004-11-19,1203.464,3596.2336,586.1577599999998,6.604,8.6,323.5,39.76,0.71
2004-11-20,1141.16704,3567.9168,549.34592,0.0,2.1,295.4,63.31,0.73
2004-11-21,1115.68192,3511.2832,549.34592,0.508,5.6,313.5,5.47,0.71
2004-11-22,1093.0284800000004,3482.9664,566.336,0.254,4.6,316.5,33.58,0.71
2004-11-23,1027.89984,3426.3328,555.0092800000001,0.508,2.7,273.7,38.7,0.63
2004-11-24,1013.74144,3341.3824,557.84096,6.604,8.7,252.3,29.11,0.77
