DateTime,WS1_Discharge,WS2_Discharge,WS3_Discharge,WS4_Discharge,WS5_Discharge,WS6_Discharge,WS7_Discharge,WS8_Discharge,WS1_Precipitation,WS2_Precipitation,WS3_Precipitation,WS4_Precipitation,WS5_Precipitation,WS6_Precipitation,WS7_Precipitation,STA1_AirTemperature,STA6_AirTemperature,STA14_AirTemperature,STA1A_AirTemperature,STAHQ_AirTemperature,STAHQ_WindDirection,STAHQ_WindSpeed,STAHQ_VaporPressure
1962-01-06,0.9867,2.149642857142857,4.21685,5.185525,2.3219857142857143,1.3494463062845352,9.422348473986174,5.958447241771975,23.4,23.6,23.9,21.1,21.10673807706472,21.475063558996816,21.61943293099072,-7.0,-3.0,-3.3548437452714817,-4.0,-4.0,,,
1962-01-07,1.3176666666666663,2.2767,4.6106750000000005,5.9739,2.4494,1.4306194491709143,9.868776554666807,6.340146694814647,7.1,7.4,7.4,5.6,5.627269592115736,5.740541619438673,5.813714168302442,0.0,-2.0,-2.3475317918326057,-2.0,-1.0,,,
1962-01-08,0.8658,1.49225,2.8444000000000003,2.897766666666667,1.7938999999999998,1.013013253258645,7.5720670040410845,4.376442310594107,0.5,0.5,0.5,0.5,0.5340251228744592,0.5633763361001899,0.6131228334824286,-2.0,-2.0,-2.3475317918326057,-2.0,-1.0,,,
1962-01-09,0.7258666666666667,1.2233,2.26105,2.15915,1.5121,0.8334839992417458,6.58470964116339,3.5322441481633717,0.0,0.0,0.0,0.5,0.5340251228744592,0.5633763361001899,0.6131228334824286,-8.0,-7.0,-7.384091559026983,-8.0,-5.0,,,
1962-01-10,0.6182666666666666,1.0817,2.07985,1.8944,1.3394,0.7234602158183301,5.9796116405637525,3.0148806894984013,0.0,0.0,0.0,0.0,0.0346874298115889,0.05581111224347568,0.103260937911839,-15.0,-14.0,-14.435275233099107,-16.0,-11.0,,,
1962-01-11,0.5786333333333333,0.97265,1.9213,1.7641,1.2601,0.6729397408589969,5.701764093096751,2.777318892902385,0.0,0.0,0.0,0.0,0.0346874298115889,0.05581111224347568,0.103260937911839,-13.0,-11.0,-11.413339372782481,-15.0,-11.0,,,
1962-01-12,0.5512333333333334,0.8494999999999999,1.68485,1.52625,1.1808,0.6224192658996636,5.423916545629751,2.539757096306369,0.0,0.0,0.0,0.0,0.0346874298115889,0.05581111224347568,0.103260937911839,-11.0,-9.0,-9.398715465904733,-12.0,-11.0,,,
1962-01-13,0.5087666666666667,0.7532000000000001,1.4215,1.3833,1.1086,0.5764220617122252,5.170945638604307,2.3234650192038164,0.0,0.0,0.0,0.0,0.0346874298115889,0.05581111224347568,0.103260937911839,-11.0,-10.0,-10.406027419343607,-11.0,-12.0,,,
1962-01-14,0.4417666666666665,0.6937500000000001,1.2955,1.2488,1.0364,0.5304248575247867,4.917974731578865,2.1071729421012644,0.0,0.0,0.0,0.0,0.0346874298115889,0.05581111224347568,0.103260937911839,-9.0,-8.0,-8.391403512465857,-9.0,-9.0,,,
1962-01-15,18.44109473684211,19.862116666666672,84.50494375,55.6673,26.751841666666664,16.913228474032092,95.01850939884352,79.1438251816144,27.7,27.4,28.7,25.7,25.700644853243126,26.144663618478585,26.310162370240146,-2.0,-1.0,-1.3402198383937316,-2.0,-3.0,,,
1962-01-16,16.860144444444444,14.705625,50.3412,23.82483333333333,20.820220000000006,13.134308626881122,74.2355770837683,61.374257718043296,1.3,1.3,1.3,1.0,1.0333628159373296,1.070941559956904,1.1229847290530182,-5.0,-5.0,-5.369467652149232,-6.0,-4.0,,,
1962-01-17,4.67225,4.49175,11.823675,7.3076333333333325,7.940033333333332,4.928594276756631,29.106595037734103,22.78862991192235,0.5,0.5,0.5,2.0,2.0320382020630703,2.0860720076703325,2.1427085201941973,-14.0,-13.0,-13.427963279660233,-15.0,-10.0,,,
1962-01-18,3.78455,2.3234,6.929100000000001,5.45665,5.3448,3.275222011557468,20.013540601778505,15.013998218952176,0.0,0.0,0.0,0.0,0.0346874298115889,0.05581111224347568,0.103260937911839,-19.0,-16.0,-16.449899139976853,-19.0,-16.0,,,
1962-01-19,2.9478,1.91565,5.40995,4.69915,4.28575,2.600522024096157,16.302891860984953,11.841364919015088,0.0,0.0,0.0,0.0,0.0346874298115889,0.05581111224347568,0.103260937911839,-13.0,-13.0,-13.427963279660233,-15.0,-11.0,,,
1962-01-20,2.2285,1.7953,4.63405,4.0054,3.3612,2.0115093491446867,13.0634977877111,9.071657995397848,0.8,1.0,1.0,1.5,1.5327005090001995,1.5785067838136184,1.6328466246236075,-11.0,-11.0,-11.413339372782481,-12.0,-9.0,,,
1962-01-21,1.6721,1.52345,3.861466666666667,3.3244,2.6858500000000003,1.5812571074828237,10.697238756414256,7.048488268649808,0.0,0.0,0.0,0.0,0.0346874298115889,0.05581111224347568,0.103260937911839,-12.0,-11.0,-11.413339372782481,-12.0,-9.0,,,
1962-01-22,1.2714166666666666,1.4696,3.885066666666667,2.76085,2.3248,1.3512392325261111,9.432209033678305,5.966878096380049,0.3,0.3,0.3,1.3,1.3329654317750517,1.3754806942709328,1.4289018663953719,-2.0,-3.0,-3.3548437452714817,-3.0,0.0,,,
1962-01-23,1.2299,1.4619428571428572,3.579266666666667,2.4664,2.1011,1.2087243491919009,8.648419672160419,5.296732145578929,0.8,0.8,0.8,0.8,0.8336277387121814,0.8679154704142185,0.9190399708247824,-6.0,-6.0,-6.376779605588107,-7.0,-2.0,,,
1962-01-24,1.0920666666666667,1.2601,3.34,2.237,2.1011,1.2087243491919009,8.648419672160419,5.296732145578929,0.0,0.0,0.0,0.0,0.0346874298115889,0.05581111224347568,0.103260937911839,-11.0,-9.0,-9.398715465904733,-11.0,-9.0,,,
1962-01-25,1.0382666666666671,1.0562,3.0037000000000003,2.08835,1.7938999999999998,1.013013253258645,7.5720670040410845,4.376442310594107,0.0,0.0,0.0,1.0,1.0333628159373296,1.070941559956904,1.1229847290530182,-2.0,-2.0,-2.3475317918326057,-3.0,-2.0,,,
1962-01-26,0.9656,1.05125,2.675225,1.83915,1.6962,0.9507704991158096,7.229750416556518,4.083758987423479,8.1,8.4,7.9,6.9,6.925547594079199,7.0602112014661325,7.139355096785975,-6.0,-6.0,-6.376779605588107,-7.0,-4.0,,,
1962-01-27,1.0128166666666665,1.063975,2.8161,1.5914,1.60415,0.8921272491787777,6.907230028859954,3.8080015677934247,3.3,3.6,3.3,2.0,2.0320382020630703,2.0860720076703325,2.1427085201941973,-7.0,-8.0,-8.391403512465857,-8.0,-4.0,,,
1962-01-28,0.8721666666666668,0.7688,2.22,1.3563999999999998,1.5121,0.8334839992417458,6.58470964116339,3.5322441481633717,0.0,0.0,0.0,0.0,0.0346874298115889,0.05581111224347568,0.103260937911839,-17.0,-15.0,-15.442587186537981,-18.0,-13.0,,,
1962-01-29,0.7655,0.7390666666666666,1.8576,1.2403,1.3394,0.7234602158183301,5.9796116405637525,3.0148806894984013,0.0,0.0,0.0,0.0,0.0346874298115889,0.05581111224347568,0.103260937911839,-20.0,-19.0,-19.47183500029348,-16.0,-15.0,,,
1962-01-30,0.7088666666666666,0.79,1.8321,1.2941,1.3394,0.7234602158183301,5.9796116405637525,3.0148806894984013,5.3,5.3,5.1,8.9,8.92289836633068,9.090472096892988,9.178802679068337,-14.0,-13.0,-13.427963279660233,-14.0,-11.0,,,
1962-01-31,0.6777333333333333,0.8141,1.90855,1.3833,1.3394,0.7234602158183301,5.9796116405637525,3.0148806894984013,0.0,0.0,0.0,0.0,0.0346874298115889,0.05581111224347568,0.103260937911839,-12.75,-20.0,-5.749177042539502,-13.0,-17.0,,,
1962-02-01,0.6067,0.7051000000000001,1.89585,1.48235,1.3394,0.7234602158183301,5.9796116405637525,3.0148806894984013,1.5,1.5,1.5,1.0,1.0333628159373296,1.070941559956904,1.1229847290530182,-11.5,-19.0,-19.47183500029348,-12.0,-18.0,,,
1962-02-02,0.5852333333333334,0.6286499999999999,1.9213,1.47245,1.1808,0.6224192658996636,5.423916545629751,2.539757096306369,1.5,1.5,1.5,1.0,1.0333628159373296,1.070941559956904,1.1229847290530182,-10.25,-17.0,-17.457211093415733,-11.0,-19.0,,,
1962-02-03,0.5814666666666667,0.7164,2.02605,1.5376,1.2601,0.6729397408589969,5.701764093096751,2.777318892902385,15.7,15.7,15.7,10.2,10.221176368294142,10.410141678920443,10.504443607551867,-9.0,-8.0,-8.391403512465857,-10.0,-8.0,,,
1962-02-04,0.5814666666666667,0.67535,1.9086,1.6282,1.3394,0.7234602158183301,5.9796116405637525,3.0148806894984013,0.0,0.0,0.0,0.0,0.0346874298115889,0.05581111224347568,0.103260937911839,-4.0,-4.0,-4.362155698710357,-4.0,-3.0,,,
1962-02-05,0.60148,0.76,2.118075,1.4941666666666666,1.3969666666666667,0.760134810292802,6.181310974096966,3.187335175720058,0.0,0.0,0.0,0.8,0.8336277387121814,0.8679154704142185,0.9190399708247824,1.0,0.0,-0.33290788495485657,0.0,1.0,,,
1962-02-06,0.8042125,1.10264,3.0162,1.99635,1.7542375,0.9877450522740984,7.433099433405397,4.25762396560685,0.5,0.5,0.3,0.8,0.8336277387121814,0.8679154704142185,0.9190399708247824,-10.0,-10.0,-10.406027419343607,-10.0,-7.0,,,
1962-02-07,0.618725,0.8976,2.123733333333333,1.94535,1.2601,0.6729397408589969,5.701764093096751,2.777318892902385,0.0,0.0,0.0,0.0,0.0346874298115889,0.05581111224347568,0.103260937911839,-20.0,-19.0,-19.47183500029348,-20.0,-16.0,,,
1962-02-08,0.58108,0.7461500000000001,1.8831,1.83915,1.1808,0.6224192658996636,5.423916545629751,2.539757096306369,0.0,0.0,0.0,0.0,0.0346874298115889,0.05581111224347568,0.103260937911839,-8.0,-13.0,-13.427963279660233,-14.0,-14.0,,,
1962-02-09,0.5351666666666667,0.65555,1.8745666666666667,1.7797,1.1808,0.6224192658996636,5.423916545629751,2.539757096306369,1.8,1.8,1.8,2.3,2.331640817900792,2.390611141984361,2.448625657536551,-6.0,-6.0,-6.376779605588107,-6.0,-5.0,,,
1962-02-10,0.5182,0.5946333333333332,1.7999666666666665,1.6749,1.0364,0.5304248575247867,4.917974731578865,2.1071729421012644,2.8,2.8,2.5,1.8,1.8323031248379216,1.8830459181276469,1.9387637619659608,-15.0,-15.0,-15.442587186537981,-14.0,-11.0,,,
1962-02-11,0.4955666666666666,0.5748,1.7075,1.58715,1.0364,0.5304248575247867,4.917974731578865,2.1071729421012644,0.5,0.5,0.3,0.0,0.0346874298115889,0.05581111224347568,0.103260937911839,-16.0,-15.0,-15.442587186537981,-16.0,-12.0,,,
1962-02-12,0.4955666666666666,0.6069333333333332,1.4980000000000002,1.21055,1.0364,0.5304248575247867,4.917974731578865,2.1071729421012644,0.0,0.0,0.0,0.0,0.0346874298115889,0.05581111224347568,0.103260937911839,-13.0,-12.0,-12.420651326221357,-13.0,-14.0,,,
1962-02-13,0.4767,0.5946333333333333,1.48665,1.2304,1.0364,0.5304248575247867,4.917974731578865,2.1071729421012644,0.0,0.0,0.0,0.0,0.0346874298115889,0.05581111224347568,0.103260937911839,-9.0,-9.0,-9.398715465904733,-9.0,-9.0,,,
1962-02-14,0.4701,0.5352,1.5093,1.1769999999999998,1.0364,0.5304248575247867,4.917974731578865,2.1071729421012644,4.1,4.1,3.6,4.1,4.1292565129271255,4.2178459478685335,4.284128481590674,-9.0,-9.0,-9.398715465904733,-9.0,-9.0,,,
1962-02-15,0.45735,0.4941,1.48665,1.0759999999999998,1.0364,0.5304248575247867,4.917974731578865,2.1071729421012644,4.6,4.3,3.8,5.6,5.627269592115736,5.740541619438673,5.813714168302442,-7.0,-7.0,-7.384091559026983,-6.0,-6.0,,,
1962-02-16,0.4531,0.5069,1.49795,1.09445,1.0364,0.5304248575247867,4.917974731578865,2.1071729421012644,1.3,1.0,1.0,0.8,0.8336277387121814,0.8679154704142185,0.9190399708247824,-7.0,-8.0,-8.391403512465857,-7.0,-8.0,,,
1962-02-17,0.4446000000000001,0.5267,1.5546,1.16665,1.0364,0.5304248575247867,4.917974731578865,2.1071729421012644,2.5,2.5,2.3,4.6,4.628594205989995,4.725411171725247,4.793990377161261,-7.0,-7.0,-7.384091559026983,-7.0,-4.0,,,
1962-02-18,0.4191,0.45445,1.379,1.0222,0.9061,0.4474132826546591,4.4614358231936135,1.7168286533690962,0.0,0.0,0.0,0.0,0.0346874298115889,0.05581111224347568,0.103260937911839,-11.0,-12.0,-12.420651326221357,-12.0,-9.0,,,
1962-02-19,0.4162666666666667,0.5238333333333333,1.4111333333333331,1.05905,0.97125,0.4889190700897229,4.68970527738624,1.91200079773518,14.5,14.5,15.2,15.5,15.514155914760568,15.790333051801614,15.908979700600117,-13.0,-12.0,-12.420651326221357,-13.0,-13.0,,,
1962-02-20,0.4304333333333333,0.5748249999999999,1.4541,1.0943999999999998,1.0364,0.5304248575247867,4.917974731578865,2.1071729421012644,2.0,2.0,2.0,2.8,2.8309785109636625,2.898176365841075,2.9584875531071404,-7.0,-8.0,-8.391403512465857,-7.0,-4.0,,,
1962-02-21,0.4106,0.5078,1.3691,1.05195,1.0364,0.5304248575247867,4.917974731578865,2.1071729421012644,0.0,0.0,0.0,0.0,0.0346874298115889,0.05581111224347568,0.103260937911839,-12.0,-12.0,-12.420651326221357,-11.0,-9.0,,,
1962-02-22,0.4106,0.4771,1.4753500000000002,1.0704,1.0364,0.5304248575247867,4.917974731578865,2.1071729421012644,7.1,7.1,6.9,7.9,7.92422298020494,8.07534164917956,8.159078887927155,-9.0,-9.0,-9.398715465904733,-9.0,-8.0,,,
1962-02-23,0.4068333333333333,0.4672500000000001,1.39885,0.89625,1.0364,0.5304248575247867,4.917974731578865,2.1071729421012644,0.5,0.5,0.5,0.0,0.0346874298115889,0.05581111224347568,0.103260937911839,-3.0,-4.0,-4.362155698710357,-4.0,-3.0,,,
1962-02-24,0.4096666666666667,0.4825,1.4536,0.9486,1.0364,0.5304248575247867,4.917974731578865,2.1071729421012644,26.7,26.7,25.9,30.5,30.49428670664668,31.017289767503037,31.204836567717802,-10.0,-11.0,-11.413339372782481,-11.0,-7.0,,,
1962-02-25,0.40116666666666667,0.4832666666666667,1.3677,0.89625,0.97125,0.4889190700897229,4.68970527738624,1.91200079773518,0.0,0.0,0.0,0.0,0.0346874298115889,0.05581111224347568,0.103260937911839,-10.0,-11.0,-11.413339372782481,-10.0,-10.0,,,
1962-02-26,0.3974,0.5795666666666667,1.73295,1.4286,1.1086,0.5764220617122252,5.170945638604307,2.3234650192038164,11.4,11.4,12.2,8.4,8.42356067326781,8.582906873036274,8.668940783497744,-8.0,-8.0,-8.391403512465857,-7.0,-7.0,,,
1962-02-27,0.4106,0.5819,1.79385,1.51495,1.0364,0.5304248575247867,4.917974731578865,2.1071729421012644,0.0,0.0,0.0,0.0,0.0346874298115889,0.05581111224347568,0.103260937911839,-2.0,-3.0,-3.3548437452714817,-2.0,-1.0,,,
1962-02-28,0.4162666666666666,0.59325,1.84485,1.5631,1.1808,0.6224192658996636,5.423916545629751,2.539757096306369,9.9,10.2,11.2,7.9,7.92422298020494,8.07534164917956,8.159078887927155,-2.0,-4.0,-4.362155698710357,-2.0,-1.0,,,
1962-03-01,0.4106,0.5989,1.7075,1.6282,1.0364,0.5304248575247867,4.917974731578865,2.1071729421012644,1.3,1.5,1.5,2.3,2.331640817900792,2.390611141984361,2.448625657536551,-10.0,-10.0,-10.406027419343607,-10.0,-6.0,,,
1962-03-02,0.4106,0.6031500000000001,1.6367,1.58855,1.0364,0.5304248575247867,4.917974731578865,2.1071729421012644,0.0,0.0,0.0,0.0,0.0346874298115889,0.05581111224347568,0.103260937911839,-18.0,-17.0,-17.457211093415733,-18.0,-13.0,,,
1962-03-03,0.4106,0.5805,1.7811,1.6282,1.1808,0.6224192658996636,5.423916545629751,2.539757096306369,1.0,1.0,1.0,0.8,0.8336277387121814,0.8679154704142185,0.9190399708247824,-17.0,-16.0,-16.449899139976853,-17.0,-13.0,,,
1962-03-04,0.4106,0.5975,1.81935,1.6140500000000002,1.0364,0.5304248575247867,4.917974731578865,2.1071729421012644,0.5,0.5,0.8,0.8,0.8336277387121814,0.8679154704142185,0.9190399708247824,-8.0,-8.0,-8.391403512465857,-8.0,-5.0,,,
1962-03-05,0.4106,0.6201,1.6244333333333334,1.6140500000000002,1.0364,0.5304248575247867,4.917974731578865,2.1071729421012644,0.8,0.8,1.0,3.6,3.629918819864255,3.710280724011818,3.774266586020084,0.0,-2.0,-2.3475317918326057,-1.0,0.0,,,
1962-03-06,0.4106,0.6286,1.5206,1.6282,1.0364,0.5304248575247867,4.917974731578865,2.1071729421012644,0.0,0.0,0.0,0.0,0.0346874298115889,0.05581111224347568,0.103260937911839,-3.0,-4.0,-4.362155698710357,-3.0,0.0,,,
1962-03-07,0.4547142857142858,0.6852666666666667,1.60135,1.7244666666666666,1.1447,0.5994206638059444,5.297431092117028,2.4316110577550933,0.0,0.0,0.0,0.0,0.0346874298115889,0.05581111224347568,0.103260937911839,-2.0,-4.0,-4.362155698710357,-3.0,-1.0,,,
1962-03-08,0.59863,0.9910833333333332,2.2987599999999997,2.102525,1.5527166666666667,0.8593600810988067,6.727020375332597,3.653920923763306,0.0,0.0,0.0,0.0,0.0346874298115889,0.05581111224347568,0.103260937911839,-2.0,-3.0,-3.3548437452714817,-2.0,-2.0,,,
1962-03-09,0.8321142857142857,1.38185,2.8670666666666667,2.6547,1.9117375,1.0880852137633166,7.984940400947047,4.729452250144965,0.0,0.0,0.0,0.0,0.0346874298115889,0.05581111224347568,0.103260937911839,-1.0,-2.0,-2.3475317918326057,-1.0,-2.0,,,
1962-03-10,1.1330125,1.9812166666666664,4.5602,3.655233333333333,2.813936363636364,1.6628584180341852,11.146021631576051,7.432201089140415,0.0,0.0,0.0,0.0,0.0346874298115889,0.05581111224347568,0.103260937911839,2.0,0.0,-0.33290788495485657,1.0,0.0,,,
1962-03-11,1.2738428571428568,2.2125,4.696783333333333,4.21425,2.891766666666668,1.7124425778742831,11.418719725089085,7.665360062879271,0.0,0.0,0.0,0.0,0.0346874298115889,0.05581111224347568,0.103260937911839,1.0,0.0,-0.33290788495485657,1.0,-1.0,,,
1962-03-12,1.3403,2.214375,4.459899999999998,3.63445,2.9499000000000004,1.7494781845699858,11.62240451818805,7.839512132346883,18.8,18.5,18.8,16.5,16.51283130088631,16.805463499515046,16.928703491741295,-2.0,-3.0,-3.3548437452714817,-2.0,-1.0,,,
1962-03-13,1.1874,1.6989999999999998,3.79025,3.06105,2.4423000000000004,1.42609617839902,9.843899914225249,6.318876975321183,8.9,8.9,8.9,9.9,9.92157375245642,10.105602544606416,10.198526470209512,-1.0,-3.0,-3.3548437452714817,-2.0,1.0,,,
1962-03-14,1.0731666666666666,1.48095,3.3046,2.7453,2.3248,1.3512392325261111,9.432209033678305,5.966878096380049,0.5,0.5,0.5,0.5,0.5340251228744592,0.5633763361001899,0.6131228334824286,-2.0,-4.0,-4.362155698710357,-2.0,-1.0,,,
1962-03-15,1.0590000000000002,1.39175,3.2168,2.5273000000000003,2.21295,1.2799817908590063,9.04031435291936,5.631805120979488,0.0,0.0,0.0,0.0,0.0346874298115889,0.05581111224347568,0.103260937911839,1.0,-1.0,-1.3402198383937316,1.0,2.0,,,
1962-03-16,1.0382666666666671,1.3479,3.0242,2.4069,2.1011,1.2087243491919009,8.648419672160419,5.296732145578929,0.0,0.0,0.0,0.0,0.0346874298115889,0.05581111224347568,0.103260937911839,0.0,-1.0,-1.3402198383937316,0.0,1.0,,,
1962-03-17,0.9929666666666668,1.3181500000000002,3.0596,2.43665,1.99635,1.1419901782966908,8.281401631843034,4.9829288896718325,0.3,0.3,0.3,0.5,0.5340251228744592,0.5633763361001899,0.6131228334824286,-1.0,-2.0,-2.3475317918326057,0.0,2.0,,,
1962-03-18,0.9429666666666666,1.2771,2.87555,2.2823,1.7938999999999998,1.013013253258645,7.5720670040410845,4.376442310594107,0.0,0.0,0.0,0.0,0.0346874298115889,0.05581111224347568,0.103260937911839,-3.0,-5.0,-5.369467652149232,-3.0,-1.0,,,
1962-03-19,0.9345,1.2672,2.87555,2.2483500000000003,1.74505,0.9818918761872276,7.4009087102988,4.230100649008794,0.0,0.0,0.0,0.0,0.0346874298115889,0.05581111224347568,0.103260937911839,-4.0,-6.0,-6.376779605588107,-4.0,-2.0,,,
1962-03-20,0.98882,1.3144799999999999,3.1885000000000003,2.38145,1.6990249999999998,0.9525702512187112,7.239648516450519,4.092221939193766,0.0,0.0,0.0,0.0,0.0346874298115889,0.05581111224347568,0.103260937911839,-1.0,-2.0,-2.3475317918326057,-1.0,-1.0,,,
1962-03-21,1.09302,1.55035,3.6345,2.69715,1.8916,1.0752560074014808,7.9143835915256515,4.669125633764735,0.0,0.0,0.0,0.0,0.0346874298115889,0.05581111224347568,0.103260937911839,-1.0,-2.0,-2.3475317918326057,0.0,1.0,,,
1962-03-22,1.2613142857142858,1.94255,4.2008,3.2762666666666664,2.41685,1.409882482463143,9.754729421374867,6.242635516010102,0.0,0.0,0.0,0.0,0.0346874298115889,0.05581111224347568,0.103260937911839,1.0,-1.0,-1.3402198383937316,1.0,1.0,,,
1962-03-23,1.6376333333333333,2.40125,5.050766666666667,3.7689999999999997,2.6858500000000003,1.5812571074828237,10.697238756414256,7.048488268649808,0.0,0.0,0.0,0.0,0.0346874298115889,0.05581111224347568,0.103260937911839,-1.0,-2.0,-2.3475317918326057,-1.0,2.0,,,
1962-03-24,2.1282799999999997,2.896825,5.1296,4.241866666666667,2.94863,1.7486690924741684,11.617954752925966,7.835707548719177,0.0,0.0,0.0,0.0,0.0346874298115889,0.05581111224347568,0.103260937911839,0.0,-1.0,-1.3402198383937316,1.0,3.0,,,
1962-03-25,2.46188,2.8671,5.08145,4.0465,2.9499000000000004,1.7494781845699858,11.62240451818805,7.839512132346883,3.3,3.6,2.8,2.5,2.53137589512594,2.5936372315270466,2.652570415764788,0.0,-1.0,-1.3402198383937316,1.0,2.0,,,
1962-03-26,2.121866666666667,2.525866666666667,4.459899999999998,4.0649,2.5598,1.5009531242719287,10.255590794772193,6.670875854262317,3.0,3.3,3.0,4.1,4.1292565129271255,4.2178459478685335,4.284128481590674,2.0,1.0,0.6744040684840185,2.0,3.0,,,
1962-03-27,2.603375,4.228514285714286,6.4279,6.708239999999999,3.77574,2.2756046541843085,14.51594321428072,10.313510040302168,1.5,1.5,1.5,2.3,2.331640817900792,2.390611141984361,2.448625657536551,3.0,2.0,1.6817160219228935,3.0,3.0,,,
1962-03-28,8.66635,11.8817,18.25655,18.453257142857144,12.22058888888889,7.655652281251961,44.10460087515355,35.61204060809936,0.0,0.0,0.0,0.0,0.0346874298115889,0.05581111224347568,0.103260937911839,5.0,3.0,2.6890279753617685,5.0,4.0,,,
1962-03-29,14.07165,19.862366666666674,31.655977777777768,29.2371,23.3298625,14.733152650564964,83.0287424512835,68.89248194394135,0.0,0.0,0.0,0.0,0.0346874298115889,0.05581111224347568,0.103260937911839,7.0,4.0,3.6963399288006435,6.0,6.0,,,
1962-03-30,40.27293181818182,50.017725,77.562775,99.1456,64.2524962962963,40.804160166022136,226.41150961636768,191.48585402577,0.0,0.0,0.0,0.0,0.0346874298115889,0.05581111224347568,0.103260937911839,10.0,11.0,10.747523602872768,11.0,9.0,,,
1962-03-31,35.99480000000001,56.56256363636364,132.9983333333333,121.58328999999999,60.224686,38.23812120996939,212.2990605307653,179.41960118420528,24.4,24.4,24.4,25.7,25.700644853243126,26.144663618478585,26.310162370240146,2.0,3.0,2.6890279753617685,4.0,4.0,,,
1962-04-01,33.88483333333333,59.34523000000001,149.70837,130.7677857142857,68.18186666666666,43.30748497563427,240.17904959741318,203.2572069220668,17.8,17.8,17.8,15.7,15.713890991985714,15.993359141344301,16.11292445882835,1.0,1.0,0.6744040684840185,2.0,2.0,,,
