DateTime,Newman_Discharge,Fremont_Discharge,Merced_Discharge,SanJoaquin_Precipitation,SanJoaquin_AirTemperature,SanJoaquin_SolarRadiation,SanJoaquin_RelativeHumidity,SanJoaquin_WindDirection,SanJoaquin_WindSpeed,SanJoaquin_SoilMoisture_30cmP1,SanJoaquin_SoilMoisture_30cmP2,SanJoaquin_SoilMoisture_30cmP3,SanJoaquin_SoilMoisture_30cmP4,SanJoaquin_SoilTemperature_10cm,SanJoaquin_SoilTemperature_50cm,SanJoaquin_SoilTemperature_100cm,SanJoaquin_SoilTemperature_200cm
2016-10-08,2316.31424,1010.90976,1676.3545600000002,0.0,24.707490625,207.1366236875,15.361339791666667,112.35475485416669,3.114474958333333,2.5416666666666665,2.3041666666666667,1.7729166666666667,4.027083333333334,22.71541666666667,23.266875,23.459375,23.710625
2016-10-09,2384.2745600000007,1022.23648,1741.4832,0.0,24.58691104166667,192.49124029166663,18.192370833333328,111.76300916666666,2.40847430625,2.56875,2.3041666666666667,1.7770833333333336,4.027083333333334,23.246875,23.29895833333333,23.42520833333333,23.625
2016-10-10,2571.1654399999998,1013.74144,1840.592,0.0,21.77943645833333,202.35372941666665,26.37194687500001,100.21251107314585,2.946321197916667,2.5645833333333328,2.3,1.7770833333333336,4.029166666666666,23.42166666666667,23.408541666666668,23.46791666666667,23.579375
2016-10-11,2769.38304,1002.41472,1951.02752,0.0,19.626185416666665,180.28109154166668,39.26252791666667,132.3590256875,2.2010464541666668,2.5708333333333333,2.3,1.7708333333333337,4.027083333333334,23.075,23.453333333333337,23.49895833333333,23.54895833333333
2016-10-12,2888.3136,1059.0483199999999,2030.3145600000007,0.0,19.830774583333334,167.03731397916667,38.86050145833333,124.29192522916668,2.6646540625,2.566666666666667,2.3,1.7687500000000005,4.027083333333334,22.786041666666666,23.42,23.48041666666667,23.516666666666666
2016-10-13,3086.5312,1206.2956800000004,2154.90848,0.0,19.835425208333334,86.41745358333333,38.97000041666666,114.93360916666668,2.0308397958333333,2.5729166666666665,2.3,1.7833333333333337,4.027083333333334,22.62958333333333,23.36437500000001,23.4425,23.498125
2016-10-14,3256.4320000000002,1441.32512,2285.165760000001,0.0,19.918830416666665,135.85936146666666,50.96265,134.07032710416667,2.5682408333333333,2.591666666666667,2.297916666666666,1.7937500000000002,4.027083333333334,22.396666666666665,23.21270833333333,23.33604166666667,23.435
2016-10-15,6512.864000000001,1529.1072,4474.0544,1.27,18.936741666666666,60.97275885416667,68.50354770833333,149.54049791666668,4.0083308125,2.6,2.3,1.8000000000000005,4.074999999999998,23.10145833333333,23.19395833333333,23.29208333333333,23.406458333333337
2016-10-16,11411.6704,1350.71136,7758.8032,3.81,16.643768958333336,199.74866257500003,70.26954145833332,204.088637652174,2.9354723108695664,2.7,2.36875,1.825,4.206249999999998,21.81833333333333,23.17458333333333,23.25708333333333,23.341875
2016-10-17,11411.6704,1356.37472,7730.4864,0.0,14.951108333333332,202.2117266875,60.29744458333334,199.5190424083333,2.53580989375,2.8041666666666663,2.433333333333333,1.8708333333333336,4.235416666666667,19.994583333333328,23.02145833333333,23.166875000000005,23.29104166666666
2016-10-18,10109.0976,1438.49344,6824.3488,0.0,15.915104375,196.4937939375,52.220665625,138.078203125,2.288973960416667,2.808333333333333,2.433333333333333,1.8791666666666669,4.202083333333333,18.79875,22.657708333333336,22.945000000000004,23.216875
2016-10-19,10080.7808,1512.1171199999999,6796.031999999998,0.0,18.095085416666667,195.99358938125,47.54791354166666,120.956734375,2.3141235916666667,2.8125,2.4833333333333334,1.902083333333333,4.18125,18.65125,22.25270833333333,22.64833333333333,23.101875000000003
2016-10-20,15970.6752,1543.2656,11638.2048,0.0,20.494557291666666,193.4814590625,39.345450625,117.19477125,2.051533875,2.8187499999999988,2.5229166666666663,1.9145833333333333,4.166666666666666,19.038541666666664,21.95416666666667,22.38083333333333,22.96479166666667
2016-10-21,20133.2448,1599.8992,15574.24,0.0,21.21029875,186.3565194375,31.98466395833333,118.12498333333332,2.588420466666667,2.833333333333333,2.5645833333333328,1.9208333333333327,4.1708333333333325,19.415833333333328,21.808125,22.215,22.841458333333332
2016-10-22,18519.1872,1622.55264,13931.8656,0.0,21.74816125,167.31343389583338,32.28552520833334,102.84744083333334,2.99874435625,2.8416666666666663,2.595833333333333,1.9270833333333333,4.197916666666666,19.981875,21.757291666666664,22.12583333333333,22.736666666666668
2016-10-23,15659.1904,1582.90912,11100.1856,1.27,20.515909375000003,115.173061565625,40.96496520833333,125.40556375,2.0553507541666667,2.895833333333333,2.622916666666667,1.9395833333333328,4.24375,20.60875,21.809375,22.114791666666665,22.670416666666664
2016-10-24,14073.4496,1546.0972800000006,9542.7616,0.0,17.836241875,157.57606454166668,53.09725770833333,88.18246416666666,2.487083085416667,2.872916666666667,2.7,1.933333333333333,4.227083333333334,19.614375,21.82395833333333,22.095,22.582291666666666
2016-10-25,16140.576000000001,1631.0476800000001,11496.6208,0.0,20.50797125,182.3344090879792,39.075349583333335,107.42742666666668,2.6040163895833337,2.8583333333333334,2.6958333333333333,1.9375,4.214583333333334,19.275416666666672,21.67833333333333,22.006041666666665,22.519791666666666
2016-10-26,22257.0048,1673.52288,17726.3168,1.524,21.017309166666667,66.76811760416668,34.47625645833334,81.7558444375,2.84734508125,2.8791666666666664,2.7,1.95625,4.218750000000001,19.5725,21.568125,21.914583333333336,22.477291666666666
2016-10-27,22625.1232,1594.23584,18066.1184,17.78,16.124353958333334,63.77268737083333,91.05440041666668,92.81453305208332,2.3574662397916666,4.6375,3.308333333333333,2.5229166666666663,5.277083333333334,19.374791666666667,21.48708333333333,21.82875,22.392083333333336
2016-10-28,19538.592,1894.39392,14894.6368,0.0,17.567020625,162.72647447541667,76.63172229166669,103.87322166666668,1.867587398333333,6.879166666666667,5.258333333333334,2.9854166666666666,6.2125,19.049166666666668,21.3875,21.737291666666664,22.31458333333333
